,Sum of AGE,Sum of Inventory LBS,Sum of Inventory Pallets,ITEM_NUMBER,LOT_NO,QC_GRADE,PRODUCTION_PLANT,SPEC,WHSE_CODE,SUBLOT_NO,ALLOCATED_ORDER_NUM,JOINER
7214,53,2036.0,1,310086,1052509947,101,ID002,3139A-3140A-9999A,ID010,300964095,233511-1-1-105,ID010310086ID0021013139A-3140A-9999A1052509947300964095
7215,53,2073.0,1,310086,1052509947,101,ID002,3139A-3140A-9999A,ID010,300964150,233511-1-1-105,ID010310086ID0021013139A-3140A-9999A1052509947300964150
7216,53,2096.0,1,310086,1052509947,101,ID002,3139A-3140A-9999A,ID010,300964185,233511-1-1-105,ID010310086ID0021013139A-3140A-9999A1052509947300964185
7217,53,2074.0,1,310086,1052509947,101,ID002,3139A-3140A-9999A,ID010,300964187,233511-1-1-105,ID010310086ID0021013139A-3140A-9999A1052509947300964187
7218,53,601.0,0,310086,1052509947,101,ID002,3139A-3140A-9999A,ID010,300964189,,ID010310086ID0021013139A-3140A-9999A1052509947300964189
7219,53,2097.0,1,310086,1052509947,101,ID002,3139A-3140A-9999A,ID010,300964546,233511-1-1-105,ID010310086ID0021013139A-3140A-9999A1052509947300964546
7220,53,2755.75,1,310724,1012509908,101,WA002,3040A-3043A-9999A,WA007,300963902,,WA007310724WA0021013040A-3043A-9999A1012509908300963902
7221,53,2755.75,1,310724,1012509908,101,WA002,3040A-3043A-9999A,WA007,300963906,,WA007310724WA0021013040A-3043A-9999A1012509908300963906
7222,53,2755.75,1,310724,1012509908,101,WA002,3040A-3043A-9999A,WA007,300963918,,WA007310724WA0021013040A-3043A-9999A1012509908300963918
7223,53,2755.75,1,310724,1012509908,101,WA002,3040A-3043A-9999A,WA007,300963922,,WA007310724WA0021013040A-3043A-9999A1012509908300963922
7224,53,2755.75,1,310724,1012509908,101,WA002,3040A-3043A-9999A,WA007,300963951,,WA007310724WA0021013040A-3043A-9999A1012509908300963951
7225,53,2755.75,1,310724,1012509908,101,WA002,3040A-3043A-9999A,WA007,300963952,,WA007310724WA0021013040A-3043A-9999A1012509908300963952
7226,53,2755.75,1,310724,1012509908,101,WA002,3040A-3043A-9999A,WA007,300963953,,WA007310724WA0021013040A-3043A-9999A1012509908300963953
7227,53,2755.75,1,310724,1012509908,101,WA002,3040A-3043A-9999A,WA007,300963962,,WA007310724WA0021013040A-3043A-9999A1012509908300963962
7228,54,2535.29,1,310015,1052509809,101,ID002,3117A-3123A-9999A-9999E,TX001,300962584,233423-1-1-108,TX001310015ID0021013117A-3123A-9999A-9999E1052509809300962584
7229,54,1880.0,1,310086,1052509831,101,ID002,3139A-3140A-9999A,ID010,300963126,233511-1-1-103,ID010310086ID0021013139A-3140A-9999A1052509831300963126
7230,54,2020.0,1,310086,1052509834,101,ID002,3139A-3140A-9999A,ID010,300963233,233449-1-1-103,ID010310086ID0021013139A-3140A-9999A1052509834300963233
7231,54,2036.0,1,310086,1052509834,101,ID002,3139A-3140A-9999A,ID010,300963237,233449-1-1-103,ID010310086ID0021013139A-3140A-9999A1052509834300963237
7232,54,2030.0,1,310086,1052509834,101,ID002,3139A-3140A-9999A,ID010,300963276,233449-1-1-103,ID010310086ID0021013139A-3140A-9999A1052509834300963276
7233,54,2046.0,1,310086,1052509834,101,ID002,3139A-3140A-9999A,ID010,300963277,233449-1-1-103,ID010310086ID0021013139A-3140A-9999A1052509834300963277
7234,55,110.23,0,310015,1052509701,101,ID002,3117A-3123A-9999A-9999E,TX001,300960651,,TX001310015ID0021013117A-3123A-9999A-9999E1052509701300960651
7235,55,165.345,0,310015,1052509701,101,ID002,3117A-3123A-9999A-9999E,TX001,300960657,,TX001310015ID0021013117A-3123A-9999A-9999E1052509701300960657
7236,55,2590.405,1,310015,1052509701,101,ID002,3117A-3123A-9999A-9999E,TX001,300960657,232630-1-2-109,TX001310015ID0021013117A-3123A-9999A-9999E1052509701300960657
7237,55,2755.75,1,310015,1052509701,101,ID002,3117A-3123A-9999A-9999E,TX001,300960658,232630-1-2-109,TX001310015ID0021013117A-3123A-9999A-9999E1052509701300960658
7238,55,2755.75,1,310015,1052509702,101,ID002,3117A-3123A-9999A-9999E,TX001,300960668,233285-1-3-116,TX001310015ID0021013117A-3123A-9999A-9999E1052509702300960668
7239,55,2755.75,1,310015,1052509702,101,ID002,3117A-3123A-9999A-9999E,TX001,300960669,233285-1-3-116,TX001310015ID0021013117A-3123A-9999A-9999E1052509702300960669
7240,55,2755.75,1,310015,1052509702,101,ID002,3117A-3123A-9999A-9999E,TX001,300960670,233285-1-3-116,TX001310015ID0021013117A-3123A-9999A-9999E1052509702300960670
7241,55,2755.75,1,310015,1052509702,101,ID002,3117A-3123A-9999A-9999E,TX001,300960671,233285-1-3-116,TX001310015ID0021013117A-3123A-9999A-9999E1052509702300960671
7242,55,2755.75,1,310015,1052509702,101,ID002,3117A-3123A-9999A-9999E,TX001,300960672,233285-1-3-116,TX001310015ID0021013117A-3123A-9999A-9999E1052509702300960672
7243,55,2755.75,1,310015,1052509702,101,ID002,3117A-3123A-9999A-9999E,TX001,300960673,233285-1-3-116,TX001310015ID0021013117A-3123A-9999A-9999E1052509702300960673
7244,55,2755.75,1,310015,1052509702,101,ID002,3117A-3123A-9999A-9999E,TX001,300960674,233285-1-3-116,TX001310015ID0021013117A-3123A-9999A-9999E1052509702300960674
7245,55,2755.75,1,310015,1052509702,101,ID002,3117A-3123A-9999A-9999E,TX001,300960675,233285-1-3-116,TX001310015ID0021013117A-3123A-9999A-9999E1052509702300960675
7246,55,2755.75,1,310015,1052509703,101,ID002,3117A-3123A-9999A-9999E,TX001,300960774,233285-1-3-116,TX001310015ID0021013117A-3123A-9999A-9999E1052509703300960774
7247,55,55.115,0,310015,1052509703,101,ID002,3117A-3123A-9999A-9999E,TX001,300960775,,TX001310015ID0021013117A-3123A-9999A-9999E1052509703300960775
7248,55,2700.635,1,310015,1052509703,101,ID002,3117A-3123A-9999A-9999E,TX001,300960775,233285-1-3-116,TX001310015ID0021013117A-3123A-9999A-9999E1052509703300960775
7249,55,2755.75,1,310015,1052509703,101,ID002,3117A-3123A-9999A-9999E,TX001,300960776,233285-1-3-116,TX001310015ID0021013117A-3123A-9999A-9999E1052509703300960776
7250,55,2755.75,1,310015,1052509703,101,ID002,3117A-3123A-9999A-9999E,TX001,300960777,233285-1-3-116,TX001310015ID0021013117A-3123A-9999A-9999E1052509703300960777
7251,55,220.46,0,310015,1052509703,101,ID002,3117A-3123A-9999A-9999E,TX001,300960778,,TX001310015ID0021013117A-3123A-9999A-9999E1052509703300960778
7252,55,2535.29,1,310015,1052509703,101,ID002,3117A-3123A-9999A-9999E,TX001,300960778,233285-1-3-116,TX001310015ID0021013117A-3123A-9999A-9999E1052509703300960778
7253,55,165.345,0,310015,1052509703,101,ID002,3117A-3123A-9999A-9999E,TX001,300960779,,TX001310015ID0021013117A-3123A-9999A-9999E1052509703300960779
7254,55,2590.405,1,310015,1052509703,101,ID002,3117A-3123A-9999A-9999E,TX001,300960779,233285-1-3-116,TX001310015ID0021013117A-3123A-9999A-9999E1052509703300960779
7255,55,55.115,0,310015,1052509703,101,ID002,3117A-3123A-9999A-9999E,TX001,300960780,,TX001310015ID0021013117A-3123A-9999A-9999E1052509703300960780
7256,55,2700.635,1,310015,1052509703,101,ID002,3117A-3123A-9999A-9999E,TX001,300960780,233285-1-3-116,TX001310015ID0021013117A-3123A-9999A-9999E1052509703300960780
7257,55,2755.75,1,310015,1052509703,101,ID002,3117A-3123A-9999A-9999E,TX001,300960781,233285-1-3-116,TX001310015ID0021013117A-3123A-9999A-9999E1052509703300960781
7258,55,55.115,0,310015,1052509704,101,ID002,3117A-3123A-9999A-9999E,TX001,300960782,,TX001310015ID0021013117A-3123A-9999A-9999E1052509704300960782
7259,55,2700.635,1,310015,1052509704,101,ID002,3117A-3123A-9999A-9999E,TX001,300960782,233285-1-3-116,TX001310015ID0021013117A-3123A-9999A-9999E1052509704300960782
7260,55,2755.75,1,310015,1052509704,101,ID002,3117A-3123A-9999A-9999E,TX001,300960783,233285-1-3-116,TX001310015ID0021013117A-3123A-9999A-9999E1052509704300960783
7261,55,2755.75,1,310015,1052509704,101,ID002,3117A-3123A-9999A-9999E,TX001,300960784,233285-1-3-116,TX001310015ID0021013117A-3123A-9999A-9999E1052509704300960784
7262,55,2755.75,1,310015,1052509704,101,ID002,3117A-3123A-9999A-9999E,TX001,300960786,233285-1-3-116,TX001310015ID0021013117A-3123A-9999A-9999E1052509704300960786
7263,55,55.115,0,310015,1052509704,101,ID002,3117A-3123A-9999A-9999E,TX001,300960787,,TX001310015ID0021013117A-3123A-9999A-9999E1052509704300960787
7264,55,2700.635,1,310015,1052509704,101,ID002,3117A-3123A-9999A-9999E,TX001,300960787,233285-1-3-116,TX001310015ID0021013117A-3123A-9999A-9999E1052509704300960787
7265,55,55.115,0,310015,1052509705,101,ID002,3117A-3123A-9999A-9999E,TX001,300960941,,TX001310015ID0021013117A-3123A-9999A-9999E1052509705300960941
7266,55,275.575,0,310015,1052509706,101,ID002,3117A-3123A-9999A-9999E,TX001,300961004,,TX001310015ID0021013117A-3123A-9999A-9999E1052509706300961004
7267,55,110.23,0,310015,1052509706,101,ID002,3117A-3123A-9999A-9999E,TX001,300961005,,TX001310015ID0021013117A-3123A-9999A-9999E1052509706300961005
7268,55,55.115,0,310015,1052509706,101,ID002,3117A-3123A-9999A-9999E,TX001,300961012,,TX001310015ID0021013117A-3123A-9999A-9999E1052509706300961012
7269,55,2755.75,1,310724,1012509703,101,WA002,3040A-3045A-3053A-9999A,WA007,300960806,,WA007310724WA0021013040A-3045A-3053A-9999A1012509703300960806
7270,55,2755.75,1,310724,1012509703,101,WA002,3040A-3045A-3053A-9999A,WA007,300960807,,WA007310724WA0021013040A-3045A-3053A-9999A1012509703300960807
7271,55,2755.75,1,310724,1012509703,101,WA002,3040A-3045A-3053A-9999A,WA007,300960808,,WA007310724WA0021013040A-3045A-3053A-9999A1012509703300960808
7272,55,2755.75,1,310724,1012509703,101,WA002,3040A-3045A-3053A-9999A,WA007,300961397,,WA007310724WA0021013040A-3045A-3053A-9999A1012509703300961397
7273,55,2755.75,1,310724,1012509703,101,WA002,3040A-3045A-3053A-9999A,WA007,300961398,,WA007310724WA0021013040A-3045A-3053A-9999A1012509703300961398
7274,55,2755.75,1,310724,1012509703,101,WA002,3040A-3045A-3053A-9999A,WA007,300961400,,WA007310724WA0021013040A-3045A-3053A-9999A1012509703300961400
7275,55,2755.75,1,310724,1012509703,101,WA002,3040A-3045A-3053A-9999A,WA007,300961402,,WA007310724WA0021013040A-3045A-3053A-9999A1012509703300961402
7276,55,2755.75,1,310724,1012509703,101,WA002,3040A-3045A-3053A-9999A,WA007,300961403,,WA007310724WA0021013040A-3045A-3053A-9999A1012509703300961403
7277,55,55.115,0,310724,1012509707,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999E,WA007,300961778,,WA007310724WA0021013040A-3043A-3045A-3053A-3055A-9999A-9999E1012509707300961778
7278,56,165.345,0,310015,1052509602,101,ID002,3117A-3123A-9999A-9999E,TX001,300959426,,TX001310015ID0021013117A-3123A-9999A-9999E1052509602300959426
7279,56,55.115,0,310015,1052509602,101,ID002,3117A-3123A-9999A-9999E,TX001,300959427,,TX001310015ID0021013117A-3123A-9999A-9999E1052509602300959427
7280,56,55.115,0,310015,1052509602,101,ID002,3117A-3123A-9999A-9999E,TX001,300959429,,TX001310015ID0021013117A-3123A-9999A-9999E1052509602300959429
7281,56,55.115,0,310015,1052509603,101,ID002,3117A-3123A-9999A-9999E,TX001,300960519,,TX001310015ID0021013117A-3123A-9999A-9999E1052509603300960519
7282,56,110.23,0,310015,1052509603,101,ID002,3117A-3123A-9999A-9999E,TX001,300960520,,TX001310015ID0021013117A-3123A-9999A-9999E1052509603300960520
7283,56,165.345,0,310015,1052509603,101,ID002,3117A-3123A-9999A-9999E,TX001,300960521,,TX001310015ID0021013117A-3123A-9999A-9999E1052509603300960521
7284,57,2755.75,1,310015,1012509501,101,WA002,3117A-3123A-9999A-9999E,WA017,300958034,10015710,WA017310015WA0021013117A-3123A-9999A-9999E1012509501300958034
7285,57,2755.75,1,310015,1012509501,101,WA002,3117A-3123A-9999A-9999E,WA017,300958116,10015710,WA017310015WA0021013117A-3123A-9999A-9999E1012509501300958116
7286,57,2755.75,1,310015,1012509501,101,WA002,3117A-3123A-9999A-9999E,WA017,300958117,10015710,WA017310015WA0021013117A-3123A-9999A-9999E1012509501300958117
7287,57,2755.75,1,310015,1012509501,101,WA002,3117A-3123A-9999A-9999E,WA017,300958118,10015710,WA017310015WA0021013117A-3123A-9999A-9999E1012509501300958118
7288,57,2755.75,1,310015,1012509501,101,WA002,3117A-3123A-9999A-9999E,WA017,300958119,10015710,WA017310015WA0021013117A-3123A-9999A-9999E1012509501300958119
7289,57,2755.75,1,310015,1012509501,101,WA002,3117A-3123A-9999A-9999E,WA017,300958120,10015710,WA017310015WA0021013117A-3123A-9999A-9999E1012509501300958120
7290,57,2755.75,1,310015,1012509501,101,WA002,3117A-3123A-9999A-9999E,WA017,300958147,10015710,WA017310015WA0021013117A-3123A-9999A-9999E1012509501300958147
7291,57,2755.75,1,310015,1012509501,101,WA002,3117A-3123A-9999A-9999E,WA017,300958148,10015710,WA017310015WA0021013117A-3123A-9999A-9999E1012509501300958148
7292,57,2755.75,1,310015,1012509502,101,WA002,3117A-3123A-9999A-9999E,WA004,300958234,,WA004310015WA0021013117A-3123A-9999A-9999E1012509502300958234
7293,57,2755.75,1,310015,1012509502,101,WA002,3117A-3123A-9999A-9999E,WA017,300958149,10015710,WA017310015WA0021013117A-3123A-9999A-9999E1012509502300958149
7294,57,2755.75,1,310015,1012509502,101,WA002,3117A-3123A-9999A-9999E,WA017,300958226,10015710,WA017310015WA0021013117A-3123A-9999A-9999E1012509502300958226
7295,57,2755.75,1,310015,1012509502,101,WA002,3117A-3123A-9999A-9999E,WA017,300958227,10015710,WA017310015WA0021013117A-3123A-9999A-9999E1012509502300958227
7296,57,2755.75,1,310015,1012509502,101,WA002,3117A-3123A-9999A-9999E,WA017,300958228,10015710,WA017310015WA0021013117A-3123A-9999A-9999E1012509502300958228
7297,57,2755.75,1,310015,1012509502,101,WA002,3117A-3123A-9999A-9999E,WA017,300958231,10015710,WA017310015WA0021013117A-3123A-9999A-9999E1012509502300958231
7298,57,2755.75,1,310015,1012509502,101,WA002,3117A-3123A-9999A-9999E,WA017,300958232,10015710,WA017310015WA0021013117A-3123A-9999A-9999E1012509502300958232
7299,57,2700.635,1,310015,1052509501,101,ID002,3117A-3123A-9999A-9999E,TX001,300957945,233486-1-1-102,TX001310015ID0021013117A-3123A-9999A-9999E1052509501300957945
7300,57,2590.405,1,310015,1052509501,101,ID002,3117A-3123A-9999A-9999E,TX001,300957946,233486-1-1-102,TX001310015ID0021013117A-3123A-9999A-9999E1052509501300957946
7301,57,2700.635,1,310015,1052509501,101,ID002,3117A-3123A-9999A-9999E,TX001,300957947,233486-1-1-102,TX001310015ID0021013117A-3123A-9999A-9999E1052509501300957947
7302,57,2645.52,1,310015,1052509501,101,ID002,3117A-3123A-9999A-9999E,TX001,300957948,233486-1-1-102,TX001310015ID0021013117A-3123A-9999A-9999E1052509501300957948
7303,57,2369.945,1,310015,1052509501,101,ID002,3117A-3123A-9999A-9999E,TX001,300957949,233486-1-1-102,TX001310015ID0021013117A-3123A-9999A-9999E1052509501300957949
7304,57,2755.75,1,310015,1052509501,101,ID002,3117A-3123A-9999A-9999E,TX001,300957950,233486-1-1-102,TX001310015ID0021013117A-3123A-9999A-9999E1052509501300957950
7305,57,2700.635,1,310015,1052509501,101,ID002,3117A-3123A-9999A-9999E,TX001,300957951,233486-1-1-102,TX001310015ID0021013117A-3123A-9999A-9999E1052509501300957951
7306,57,2700.635,1,310015,1052509501,101,ID002,3117A-3123A-9999A-9999E,TX001,300957952,233486-1-1-102,TX001310015ID0021013117A-3123A-9999A-9999E1052509501300957952
7307,57,2645.52,1,310015,1052509502,101,ID002,3117A-3123A-9999A-9999E,TX001,300957953,233486-1-1-102,TX001310015ID0021013117A-3123A-9999A-9999E1052509502300957953
7308,57,2369.945,1,310015,1052509502,101,ID002,3117A-3123A-9999A-9999E,TX001,300957954,233486-1-1-102,TX001310015ID0021013117A-3123A-9999A-9999E1052509502300957954
7309,57,2645.52,1,310015,1052509502,101,ID002,3117A-3123A-9999A-9999E,TX001,300957955,233486-1-1-103,TX001310015ID0021013117A-3123A-9999A-9999E1052509502300957955
7310,57,2204.6,1,310015,1052509502,101,ID002,3117A-3123A-9999A-9999E,TX001,300957956,233486-1-1-103,TX001310015ID0021013117A-3123A-9999A-9999E1052509502300957956
7311,57,2590.405,1,310015,1052509502,101,ID002,3117A-3123A-9999A-9999E,TX001,300957958,233486-1-1-103,TX001310015ID0021013117A-3123A-9999A-9999E1052509502300957958
7312,57,2700.635,1,310015,1052509502,101,ID002,3117A-3123A-9999A-9999E,TX001,300957959,233486-1-1-103,TX001310015ID0021013117A-3123A-9999A-9999E1052509502300957959
7313,57,2590.405,1,310015,1052509502,101,ID002,3117A-3123A-9999A-9999E,TX001,300957960,233486-1-1-103,TX001310015ID0021013117A-3123A-9999A-9999E1052509502300957960
7314,57,2755.75,1,310015,1052509502,101,ID002,3117A-3123A-9999A-9999E,TX001,300957962,233486-1-1-103,TX001310015ID0021013117A-3123A-9999A-9999E1052509502300957962
7315,57,2480.175,1,310015,1052509503,101,ID002,3117A-3123A-9999A-9999E,TX001,300958073,233486-1-1-103,TX001310015ID0021013117A-3123A-9999A-9999E1052509503300958073
7316,57,2425.06,1,310015,1052509503,101,ID002,3117A-3123A-9999A-9999E,TX001,300958074,233486-1-1-103,TX001310015ID0021013117A-3123A-9999A-9999E1052509503300958074
7317,57,2755.75,1,310015,1052509503,101,ID002,3117A-3123A-9999A-9999E,TX001,300958075,233486-1-1-103,TX001310015ID0021013117A-3123A-9999A-9999E1052509503300958075
7318,57,2755.75,1,310015,1052509503,101,ID002,3117A-3123A-9999A-9999E,TX001,300958076,,TX001310015ID0021013117A-3123A-9999A-9999E1052509503300958076
7319,57,2590.405,1,310015,1052509503,101,ID002,3117A-3123A-9999A-9999E,TX001,300958078,233486-1-1-103,TX001310015ID0021013117A-3123A-9999A-9999E1052509503300958078
7320,57,2590.405,1,310015,1052509503,101,ID002,3117A-3123A-9999A-9999E,TX001,300958079,233486-1-1-103,TX001310015ID0021013117A-3123A-9999A-9999E1052509503300958079
7321,57,2535.29,1,310015,1052509503,101,ID002,3117A-3123A-9999A-9999E,TX001,300958080,233486-1-1-103,TX001310015ID0021013117A-3123A-9999A-9999E1052509503300958080
7322,57,2700.635,1,310015,1052509503,101,ID002,3117A-3123A-9999A-9999E,TX001,300958081,233486-1-1-103,TX001310015ID0021013117A-3123A-9999A-9999E1052509503300958081
7323,57,2645.52,1,310015,1052509504,101,ID002,3117A-3123A-9999A-9999E,TX001,300958152,233486-1-1-103,TX001310015ID0021013117A-3123A-9999A-9999E1052509504300958152
7324,57,2590.405,1,310015,1052509504,101,ID002,3117A-3123A-9999A-9999E,TX001,300958153,233486-1-1-103,TX001310015ID0021013117A-3123A-9999A-9999E1052509504300958153
7325,57,2700.635,1,310015,1052509504,101,ID002,3117A-3123A-9999A-9999E,TX001,300958154,233486-1-1-103,TX001310015ID0021013117A-3123A-9999A-9999E1052509504300958154
7326,57,2535.29,1,310015,1052509504,101,ID002,3117A-3123A-9999A-9999E,TX001,300958156,233486-1-1-103,TX001310015ID0021013117A-3123A-9999A-9999E1052509504300958156
7327,57,2755.75,1,310015,1052509504,101,ID002,3117A-3123A-9999A-9999E,TX001,300958157,233486-1-1-104,TX001310015ID0021013117A-3123A-9999A-9999E1052509504300958157
7328,57,2755.75,1,310015,1052509504,101,ID002,3117A-3123A-9999A-9999E,TX001,300958159,233486-1-1-104,TX001310015ID0021013117A-3123A-9999A-9999E1052509504300958159
7329,57,2700.635,1,310015,1052509504,101,ID002,3117A-3123A-9999A-9999E,TX001,300958160,233486-1-1-104,TX001310015ID0021013117A-3123A-9999A-9999E1052509504300958160
7330,57,2755.75,1,310015,1052509504,101,ID002,3117A-3123A-9999A-9999E,TX001,300958161,233486-1-1-104,TX001310015ID0021013117A-3123A-9999A-9999E1052509504300958161
7331,57,2590.405,1,310015,1052509505,101,ID002,3117A-3123A-9999A-9999E,TX001,300958168,233486-1-1-104,TX001310015ID0021013117A-3123A-9999A-9999E1052509505300958168
7332,57,2590.405,1,310015,1052509505,101,ID002,3117A-3123A-9999A-9999E,TX001,300958169,233486-1-1-104,TX001310015ID0021013117A-3123A-9999A-9999E1052509505300958169
7333,57,2755.75,1,310015,1052509505,101,ID002,3117A-3123A-9999A-9999E,TX001,300958170,233486-1-1-104,TX001310015ID0021013117A-3123A-9999A-9999E1052509505300958170
7334,57,2755.75,1,310015,1052509505,101,ID002,3117A-3123A-9999A-9999E,TX001,300958171,233486-1-1-104,TX001310015ID0021013117A-3123A-9999A-9999E1052509505300958171
7335,57,2590.405,1,310015,1052509505,101,ID002,3117A-3123A-9999A-9999E,TX001,300958173,233486-1-1-104,TX001310015ID0021013117A-3123A-9999A-9999E1052509505300958173
7336,57,2369.945,1,310015,1052509505,101,ID002,3117A-3123A-9999A-9999E,TX001,300958174,233486-1-1-104,TX001310015ID0021013117A-3123A-9999A-9999E1052509505300958174
7337,57,2755.75,1,310015,1052509505,101,ID002,3117A-3123A-9999A-9999E,TX001,300958186,233486-1-1-104,TX001310015ID0021013117A-3123A-9999A-9999E1052509505300958186
7338,57,2590.405,1,310015,1052509505,101,ID002,3117A-3123A-9999A-9999E,TX001,300958321,233486-1-1-104,TX001310015ID0021013117A-3123A-9999A-9999E1052509505300958321
7339,57,2535.29,1,310015,1052509506,101,ID002,3117A-3123A-9999A-9999E,TX001,300958323,233486-1-1-104,TX001310015ID0021013117A-3123A-9999A-9999E1052509506300958323
7340,57,2645.52,1,310015,1052509506,101,ID002,3117A-3123A-9999A-9999E,TX001,300958324,233486-1-1-104,TX001310015ID0021013117A-3123A-9999A-9999E1052509506300958324
7341,57,2645.52,1,310015,1052509506,101,ID002,3117A-3123A-9999A-9999E,TX001,300958325,233486-1-1-104,TX001310015ID0021013117A-3123A-9999A-9999E1052509506300958325
7342,57,2755.75,1,310015,1052509506,101,ID002,3117A-3123A-9999A-9999E,TX001,300958326,233486-1-1-104,TX001310015ID0021013117A-3123A-9999A-9999E1052509506300958326
7343,57,2755.75,1,310015,1052509506,101,ID002,3117A-3123A-9999A-9999E,TX001,300958338,233486-1-1-105,TX001310015ID0021013117A-3123A-9999A-9999E1052509506300958338
7344,57,2700.635,1,310015,1052509506,101,ID002,3117A-3123A-9999A-9999E,TX001,300958339,233486-1-1-105,TX001310015ID0021013117A-3123A-9999A-9999E1052509506300958339
7345,57,2755.75,1,310015,1052509506,101,ID002,3117A-3123A-9999A-9999E,TX001,300958345,233486-1-1-105,TX001310015ID0021013117A-3123A-9999A-9999E1052509506300958345
7346,57,2755.75,1,310015,1052509506,101,ID002,3117A-3123A-9999A-9999E,TX001,300958358,233486-1-1-105,TX001310015ID0021013117A-3123A-9999A-9999E1052509506300958358
7347,57,2700.635,1,310015,1052509507,101,ID002,3117A-3123A-9999A-9999E-9999A-9999E,TX001,300958361,233486-1-1-105,TX001310015ID0021013117A-3123A-9999A-9999E-9999A-9999E1052509507300958361
7348,57,2700.635,1,310015,1052509507,101,ID002,3117A-3123A-9999A-9999E-9999A-9999E,TX001,300958362,233486-1-1-105,TX001310015ID0021013117A-3123A-9999A-9999E-9999A-9999E1052509507300958362
7349,57,2700.635,1,310015,1052509507,101,ID002,3117A-3123A-9999A-9999E-9999A-9999E,TX001,300958363,233486-1-1-105,TX001310015ID0021013117A-3123A-9999A-9999E-9999A-9999E1052509507300958363
7350,57,2645.52,1,310015,1052509507,101,ID002,3117A-3123A-9999A-9999E-9999A-9999E,TX001,300958364,233486-1-1-105,TX001310015ID0021013117A-3123A-9999A-9999E-9999A-9999E1052509507300958364
7351,57,2700.635,1,310015,1052509507,101,ID002,3117A-3123A-9999A-9999E-9999A-9999E,TX001,300958407,233486-1-1-105,TX001310015ID0021013117A-3123A-9999A-9999E-9999A-9999E1052509507300958407
7352,57,2535.29,1,310015,1052509507,101,ID002,3117A-3123A-9999A-9999E-9999A-9999E,TX001,300958408,233486-1-1-105,TX001310015ID0021013117A-3123A-9999A-9999E-9999A-9999E1052509507300958408
7353,57,55.115,0,310724,1012509507,101,WA002,3040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E,WA007,300958810,,WA007310724WA0021013040A-3043A-3045A-3053A-3055A-9999A-9999C-9999E1012509507300958810
7354,57,2755.75,1,310724,1012509508,101,WA002,3040A-3045A-3053A-9999A,WA007,300958931,,WA007310724WA0021013040A-3045A-3053A-9999A1012509508300958931
7355,57,2755.75,1,310724,1012509508,101,WA002,3040A-3045A-3053A-9999A,WA007,300958932,,WA007310724WA0021013040A-3045A-3053A-9999A1012509508300958932
7356,57,2755.75,1,310724,1012509508,101,WA002,3040A-3045A-3053A-9999A,WA007,300958933,,WA007310724WA0021013040A-3045A-3053A-9999A1012509508300958933
7357,57,2755.75,1,310724,1012509508,101,WA002,3040A-3045A-3053A-9999A,WA007,300958935,,WA007310724WA0021013040A-3045A-3053A-9999A1012509508300958935
7358,57,2755.75,1,310724,1012509508,101,WA002,3040A-3045A-3053A-9999A,WA007,300958952,,WA007310724WA0021013040A-3045A-3053A-9999A1012509508300958952
7359,57,2755.75,1,310724,1012509508,101,WA002,3040A-3045A-3053A-9999A,WA007,300958953,,WA007310724WA0021013040A-3045A-3053A-9999A1012509508300958953
7360,57,2755.75,1,310724,1012509508,101,WA002,3040A-3045A-3053A-9999A,WA007,300958957,,WA007310724WA0021013040A-3045A-3053A-9999A1012509508300958957
7361,57,2755.75,1,310724,1012509508,101,WA002,3040A-3045A-3053A-9999A,WA007,300958960,,WA007310724WA0021013040A-3045A-3053A-9999A1012509508300958960
7362,57,55.115,0,310726,1022509565,101,WA003,3025S-3035A-9999A-9999C-9999CS-9999E,WA007,300970910,,WA007310726WA0031013025S-3035A-9999A-9999C-9999CS-9999E1022509565300970910
7363,58,2755.75,1,310015,1012509413,101,WA002,3117A-3123A-9999A-9999E,WA017,300957669,10015690,WA017310015WA0021013117A-3123A-9999A-9999E1012509413300957669
7364,58,2755.75,1,310015,1012509413,101,WA002,3117A-3123A-9999A-9999E,WA017,300957674,10015690,WA017310015WA0021013117A-3123A-9999A-9999E1012509413300957674
7365,58,2755.75,1,310015,1012509413,101,WA002,3117A-3123A-9999A-9999E,WA017,300957675,10015690,WA017310015WA0021013117A-3123A-9999A-9999E1012509413300957675
7366,58,2755.75,1,310015,1012509413,101,WA002,3117A-3123A-9999A-9999E,WA017,300957676,10015690,WA017310015WA0021013117A-3123A-9999A-9999E1012509413300957676
7367,58,2755.75,1,310015,1012509413,101,WA002,3117A-3123A-9999A-9999E,WA017,300957680,10015690,WA017310015WA0021013117A-3123A-9999A-9999E1012509413300957680
7368,58,2755.75,1,310015,1012509413,101,WA002,3117A-3123A-9999A-9999E,WA017,300957682,10015690,WA017310015WA0021013117A-3123A-9999A-9999E1012509413300957682
7369,58,2755.75,1,310015,1012509413,101,WA002,3117A-3123A-9999A-9999E,WA017,300957685,10015690,WA017310015WA0021013117A-3123A-9999A-9999E1012509413300957685
7370,58,2755.75,1,310015,1012509414,101,WA002,3117A-3123A-9999A-9999E,WA017,300957688,10015690,WA017310015WA0021013117A-3123A-9999A-9999E1012509414300957688
7371,58,2755.75,1,310015,1012509414,101,WA002,3117A-3123A-9999A-9999E,WA017,300957689,10015690,WA017310015WA0021013117A-3123A-9999A-9999E1012509414300957689
