Approved Plant 1,Approved Plant 2,Approved Plant 3,Demand Type,Grade,Sum of Max Age at Time of Shipment,Item#,Order#,Sum of Ordered LBS,Sum of Ordered Pallets,Ship Date,Shipping Warehouse Code,Spec,Request Date,Actual Ship Date,Order Date
WA003,"","",Order,102,120,310726,233263-1-1-101,55115,20,2025-06-11 00:00:00,WA007,9999E,2025-06-15 00:00:00,2025-06-02 00:00:00,2025-04-22 00:00:00
WA003,"","",Order,102,120,310726,233263-1-1-101,55115,20,2025-06-11 00:00:00,WA007,9999E,2025-06-15 00:00:00,2025-06-05 00:00:00,2025-04-22 00:00:00
WA003,"","",Order,102,120,310726,233263-1-1-101,110230,40,2025-06-11 00:00:00,WA007,9999E,2025-06-15 00:00:00,2025-06-06 00:00:00,2025-04-22 00:00:00
WA003,"","",Order,102,120,310726,233263-1-1-102,1708,0.6197949741449696,2025-06-18 00:00:00,WA007,9999E,2025-06-15 00:00:00,,2025-04-22 00:00:00
WA003,"","",Order,102,120,310726,233263-1-1-102,108907,39.519912909371314,2025-06-18 00:00:00,WA007,9999E,2025-06-15 00:00:00,2025-06-12 00:00:00,2025-04-22 00:00:00
WA003,"","",Order,102,120,310726,233263-1-1-102,54895,19.92016692370498,2025-06-18 00:00:00,WA007,9999E,2025-06-15 00:00:00,2025-06-13 00:00:00,2025-04-22 00:00:00
WA003,"","",Order,102,120,310726,233263-1-1-102,54950,19.940125192778734,2025-06-18 00:00:00,WA007,9999E,2025-06-15 00:00:00,2025-06-14 00:00:00,2025-04-22 00:00:00
WA003,WA002,"",Order,102,120,310726,233263-1-1-103,110230,40,2025-07-03 00:00:00,WA007,9999E,2025-07-01 00:00:00,2025-06-28 00:00:00,2025-04-22 00:00:00
WA003,WA002,"",Order,102,120,310726,233263-1-1-103,110230,40,2025-07-03 00:00:00,WA007,9999E,2025-07-01 00:00:00,2025-06-30 00:00:00,2025-04-22 00:00:00
WA002,"","",Order,102,120,310726,233264-1-1-101,220460,80,2025-07-13 00:00:00,WA007,9999E,2025-07-15 00:00:00,,2025-04-22 00:00:00
WA002,"","",Order,102,120,310726,233264-1-1-102,220460,80,2025-07-11 00:00:00,WA007,9999E,2025-07-15 00:00:00,,2025-04-22 00:00:00
WA003,"","",Order,102,120,310726,233264-1-1-103,220460,80,2025-07-25 00:00:00,WA007,9999E,2025-08-01 00:00:00,,2025-04-22 00:00:00
WA003,"","",Order,102,120,310726,233265-1-1-102,110230,40,2025-06-23 00:00:00,WA007,9999E,2025-06-15 00:00:00,2025-06-18 00:00:00,2025-05-01 00:00:00
WA003,"","",Order,102,120,310726,233265-1-1-102,55115,20,2025-06-23 00:00:00,WA007,9999E,2025-06-15 00:00:00,2025-06-20 00:00:00,2025-05-01 00:00:00
WA002,"","",Order,102,120,310726,233265-1-2-103,110230,40,2025-07-17 00:00:00,WA007,9999E,2025-07-15 00:00:00,,2025-05-01 00:00:00
WA001,"","",Order,102,120,310002,233270-1-1-101,41336,14.999909280595118,2025-06-17 00:00:00,WA001,9999A,2025-06-20 00:00:00,2025-06-17 00:00:00,2025-06-13 00:00:00
WA001,"","",Order,102,120,310002,233270-1-2-102,41336,14.999909280595118,2025-06-30 00:00:00,WA001,9999A,2025-07-03 00:00:00,2025-06-30 00:00:00,2025-06-25 00:00:00
WA002,WA003,"",Order,102,120,310726,233279-1-1-101,55115,20,2025-07-31 00:00:00,WA007,9999E,2025-08-01 00:00:00,,2025-07-01 00:00:00
WA002,WA003,"",Order,102,120,310726,233279-1-1-102,55115,20,2025-07-31 00:00:00,WA007,9999E,2025-08-01 00:00:00,,2025-07-01 00:00:00
WA002,WA003,"",Order,102,120,310726,233279-1-1-103,55115,20,2025-07-31 00:00:00,WA007,9999E,2025-08-01 00:00:00,,2025-07-01 00:00:00
WA002,WA003,"",Order,102,120,310726,233279-1-1-104,55115,20,2025-07-31 00:00:00,WA007,9999E,2025-08-01 00:00:00,,2025-07-01 00:00:00
WA002,WA003,"",Order,102,120,310726,233279-1-1-105,55115,20,2025-08-16 00:00:00,WA007,9999E,2025-08-15 00:00:00,,2025-07-01 00:00:00
WA002,WA003,"",Order,102,120,310726,233279-1-1-106,55115,20,2025-08-16 00:00:00,WA007,9999E,2025-08-15 00:00:00,,2025-07-01 00:00:00
WA002,WA003,"",Order,102,120,310726,233279-1-2-107,55115,20,2025-09-02 00:00:00,WA007,9999E,2025-09-01 00:00:00,,2025-07-01 00:00:00
WA002,WA003,"",Order,102,120,310724,233281-1-2-102,55,0.019958269073754874,2025-07-03 00:00:00,WA007,9999E,2025-07-01 00:00:00,,2025-04-17 00:00:00
WA002,WA003,"",Order,102,120,310724,233281-1-2-102,110175,39.980041730926246,2025-07-03 00:00:00,WA007,9999E,2025-07-01 00:00:00,2025-06-24 00:00:00,2025-04-17 00:00:00
WA002,WA003,"",Order,102,120,310724,233281-1-2-103,110230,40,2025-06-26 00:00:00,WA007,9999E,2025-07-15 00:00:00,,2025-04-17 00:00:00
WA002,WA003,"",Order,102,120,310724,233281-1-3-104,110230,40,2025-06-05 00:00:00,WA007,9999E,2025-08-01 00:00:00,,2025-04-17 00:00:00
WA002,WA003,"",Order,102,120,310724,233281-1-3-105,110230,40,2025-06-05 00:00:00,WA007,9999E,2025-08-15 00:00:00,,2025-04-17 00:00:00
WA002,WA003,"",Order,102,120,310726,233282-1-1-101,220,0.0798330762950195,2025-05-28 00:00:00,WA007,9999E,2025-06-15 00:00:00,,2025-04-23 00:00:00
WA002,WA003,"",Order,102,120,310726,233282-1-1-101,54895,19.92016692370498,2025-05-28 00:00:00,WA007,9999E,2025-06-15 00:00:00,2025-05-28 00:00:00,2025-04-23 00:00:00
ID002,WA001,"",Order,102,120,310015,233285-1-3-113,606,0.21990383743082645,2025-06-28 00:00:00,TX001,9999A,2025-06-30 00:00:00,,2025-05-19 00:00:00
ID002,WA001,"",Order,102,120,310015,233285-1-3-113,57264,20.77982400435453,2025-06-28 00:00:00,TX001,9999A,2025-06-30 00:00:00,2025-05-29 00:00:00,2025-05-19 00:00:00
ID002,WA001,"",Order,102,120,310015,233285-1-3-114,276,0.1001542229882972,2025-06-28 00:00:00,TX001,9999A,2025-06-30 00:00:00,,2025-05-19 00:00:00
ID002,WA001,"",Order,102,120,310015,233285-1-3-114,57595,20.89993649641658,2025-06-28 00:00:00,TX001,9999A,2025-06-30 00:00:00,2025-05-29 00:00:00,2025-05-19 00:00:00
ID002,WA001,"",Order,102,120,310015,233285-1-3-115,827,0.3000997913453688,2025-06-28 00:00:00,TX001,9999A,2025-06-30 00:00:00,,2025-05-19 00:00:00
ID002,WA001,"",Order,102,120,310015,233285-1-3-115,57044,20.69999092805951,2025-06-28 00:00:00,TX001,9999A,2025-06-30 00:00:00,2025-05-29 00:00:00,2025-05-19 00:00:00
ID002,WA001,"",Order,102,120,310015,233285-1-3-116,606,0.21990383743082645,2025-06-28 00:00:00,TX001,9999A,2025-06-30 00:00:00,,2025-05-19 00:00:00
ID002,WA001,"",Order,102,120,310015,233285-1-3-116,57264,20.77982400435453,2025-06-28 00:00:00,TX001,9999A,2025-06-30 00:00:00,2025-06-02 00:00:00,2025-05-19 00:00:00
ID002,WA001,"",Order,102,120,310015,233285-1-3-117,57871,21.00009071940488,2025-06-28 00:00:00,TX001,9999A,2025-06-30 00:00:00,2025-06-02 00:00:00,2025-05-19 00:00:00
ID002,WA001,"",Order,102,120,310015,233285-1-3-118,110,0.03991653814750975,2025-06-28 00:00:00,TX001,9999A,2025-06-30 00:00:00,,2025-05-19 00:00:00
ID002,WA001,"",Order,102,120,310015,233285-1-3-118,57761,20.960174181257372,2025-06-28 00:00:00,TX001,9999A,2025-06-30 00:00:00,2025-06-06 00:00:00,2025-05-19 00:00:00
ID002,WA001,"",Order,102,120,310015,233285-1-4-119,57871,21.00009071940488,2025-07-29 00:00:00,TX001,9999A,2025-07-31 00:00:00,2025-07-01 00:00:00,2025-06-23 00:00:00
ID002,WA001,"",Order,102,120,310015,233285-1-4-120,57871,21.00009071940488,2025-07-29 00:00:00,TX001,9999A,2025-07-31 00:00:00,,2025-06-23 00:00:00
ID002,WA001,"",Order,102,120,310015,233285-1-4-121,57871,21.00009071940488,2025-07-29 00:00:00,TX001,9999A,2025-07-31 00:00:00,,2025-06-23 00:00:00
ID002,WA001,"",Order,102,120,310015,233285-1-4-122,57871,21.00009071940488,2025-07-29 00:00:00,TX001,9999A,2025-07-31 00:00:00,,2025-06-23 00:00:00
WA002,WA002,"",Order,101,120,310726,233296-1-2-104,55,0.019958269073754874,2025-07-01 00:00:00,WA007,9999E,2025-06-15 00:00:00,,2025-04-22 00:00:00
WA002,WA002,"",Order,101,120,310726,233296-1-2-104,55115,20,2025-07-01 00:00:00,WA007,9999E,2025-06-15 00:00:00,2025-06-23 00:00:00,2025-04-22 00:00:00
WA002,WA002,"",Order,101,120,310726,233296-1-2-104,165290,59.98004173092624,2025-07-01 00:00:00,WA007,9999E,2025-06-15 00:00:00,2025-06-26 00:00:00,2025-04-22 00:00:00
WA001,"","",Order,102,120,310015,233311-1-1-101,49604,18.00018143880976,2025-05-21 00:00:00,WA001,9999A,2025-06-02 00:00:00,2025-05-21 00:00:00,2025-05-08 00:00:00
WA001,"","",Order,102,120,310015,233311-1-1-102,49604,18.00018143880976,2025-05-21 00:00:00,WA001,9999A,2025-06-02 00:00:00,2025-05-21 00:00:00,2025-05-08 00:00:00
WA001,"","",Order,102,120,310015,233311-1-1-103,49604,18.00018143880976,2025-05-21 00:00:00,WA001,9999A,2025-06-02 00:00:00,2025-05-21 00:00:00,2025-05-08 00:00:00
WA001,"","",Order,102,120,310015,233311-1-1-104,49604,18.00018143880976,2025-05-21 00:00:00,WA001,9999A,2025-06-02 00:00:00,2025-05-21 00:00:00,2025-05-08 00:00:00
WA001,"","",Order,102,120,310015,233311-1-1-105,49604,18.00018143880976,2025-05-22 00:00:00,WA001,9999A,2025-06-02 00:00:00,2025-05-22 00:00:00,2025-05-08 00:00:00
WA001,"","",Order,102,120,310015,233311-1-1-106,49604,18.00018143880976,2025-07-03 00:00:00,WA001,9999A,2025-06-06 00:00:00,2025-07-03 00:00:00,2025-05-08 00:00:00
WA001,"","",Order,102,120,310015,233311-1-1-107,49604,18.00018143880976,2025-07-07 00:00:00,WA001,9999A,2025-06-06 00:00:00,,2025-05-08 00:00:00
WA001,"","",Order,102,120,310015,233311-1-1-108,49604,18.00018143880976,2025-07-07 00:00:00,WA001,9999A,2025-06-06 00:00:00,,2025-05-08 00:00:00
WA001,"","",Order,102,120,310015,233311-1-1-109,49604,18.00018143880976,2025-05-30 00:00:00,WA001,9999A,2025-06-02 00:00:00,2025-05-30 00:00:00,2025-05-08 00:00:00
WA001,"","",Order,102,120,310015,233311-1-1-110,49604,18.00018143880976,2025-05-30 00:00:00,WA001,9999A,2025-06-02 00:00:00,2025-05-30 00:00:00,2025-05-08 00:00:00
WA001,"","",Order,102,120,310015,233311-1-1-111,49604,18.00018143880976,2025-05-22 00:00:00,WA001,9999A,2025-06-02 00:00:00,2025-05-22 00:00:00,2025-05-08 00:00:00
WA001,"","",Order,102,120,310015,233311-1-1-112,55,0.019958269073754874,2025-05-22 00:00:00,WA001,9999A,2025-06-02 00:00:00,,2025-05-08 00:00:00
WA001,"","",Order,102,120,310015,233311-1-1-112,49548,17.97986029211648,2025-05-22 00:00:00,WA001,9999A,2025-06-02 00:00:00,2025-05-22 00:00:00,2025-05-08 00:00:00
WA001,"","",Order,102,120,310015,233311-1-1-113,49604,18.00018143880976,2025-06-12 00:00:00,WA001,9999A,2025-06-02 00:00:00,2025-06-12 00:00:00,2025-05-09 00:00:00
WA002,"","",Order,101,120,310724,233314-1-1-102,110230,40,2025-07-15 00:00:00,WA007,3041A,2025-06-15 00:00:00,,2025-04-12 00:00:00
WA001,"","",Order,102,120,310002,233322-1-2-103,55115,20,2025-06-05 00:00:00,WA001,9999A,2025-07-01 00:00:00,2025-06-02 00:00:00,2025-05-06 00:00:00
WA001,"","",Order,102,120,310002,233322-1-2-103,165345,60,2025-06-05 00:00:00,WA001,9999A,2025-07-01 00:00:00,2025-06-03 00:00:00,2025-05-06 00:00:00
WA001,"","",Order,102,120,310002,233322-1-2-103,165345,60,2025-06-05 00:00:00,WA001,9999A,2025-07-01 00:00:00,2025-06-04 00:00:00,2025-05-06 00:00:00
WA001,"","",Order,102,120,310002,233322-1-2-103,165345,60,2025-06-05 00:00:00,WA001,9999A,2025-07-01 00:00:00,2025-06-05 00:00:00,2025-05-06 00:00:00
WA001,"","",Order,102,120,310002,233322-1-2-104,165,0.05987480722126462,2025-06-25 00:00:00,WA001,9999A,2025-07-01 00:00:00,,2025-05-06 00:00:00
WA001,"","",Order,102,120,310002,233322-1-2-104,165235,59.96008346185249,2025-06-25 00:00:00,WA001,9999A,2025-07-01 00:00:00,2025-06-23 00:00:00,2025-05-06 00:00:00
WA001,"","",Order,102,120,310002,233322-1-2-104,165290,59.98004173092624,2025-06-25 00:00:00,WA001,9999A,2025-07-01 00:00:00,2025-06-24 00:00:00,2025-05-06 00:00:00
WA001,"","",Order,102,120,310002,233322-1-2-104,165345,60,2025-06-25 00:00:00,WA001,9999A,2025-07-01 00:00:00,2025-06-25 00:00:00,2025-05-06 00:00:00
WA001,"","",Order,102,120,310002,233322-1-2-104,55115,20,2025-06-25 00:00:00,WA001,9999A,2025-07-01 00:00:00,2025-07-03 00:00:00,2025-05-06 00:00:00
WA001,"","",Order,102,120,310002,233322-1-3-105,551150,200,2025-07-14 00:00:00,WA001,9999A,2025-08-01 00:00:00,,2025-05-06 00:00:00
WA001,"","",Order,102,120,310002,233322-1-3-106,551150,200,2025-07-15 00:00:00,WA001,9999A,2025-09-01 00:00:00,,2025-05-06 00:00:00
WA001,"","",Order,101,120,310015,233327-1-1-120,41336,14.999909280595118,2025-06-01 00:00:00,WA001,9999A,2025-06-06 00:00:00,2025-06-03 00:00:00,2025-04-21 00:00:00
WA001,"","",Order,101,120,310015,233327-1-1-121,41336,14.999909280595118,2025-06-04 00:00:00,WA001,9999A,2025-06-06 00:00:00,2025-06-04 00:00:00,2025-05-07 00:00:00
WA001,"","",Order,101,120,310015,233327-1-1-122,41336,14.999909280595118,2025-06-03 00:00:00,WA001,9999A,2025-06-06 00:00:00,2025-06-03 00:00:00,2025-05-07 00:00:00
WA001,"","",Order,102,120,310002,233332-1-1-101,440920,160,2025-09-02 00:00:00,WA001,9999A,2025-09-01 00:00:00,,2025-05-07 00:00:00
WA001,"","",Order,102,120,310002,233332-1-1-102,551150,200,2025-08-16 00:00:00,WA001,9999A,2025-08-15 00:00:00,,2025-05-07 00:00:00
WA001,"","",Order,102,120,310002,233332-1-1-103,330690,120,2025-08-16 00:00:00,WA001,9999A,2025-08-15 00:00:00,,2025-05-07 00:00:00
WA001,"","",Order,102,120,310002,233351-1-1-101,110230,40,2025-07-03 00:00:00,WA001,9999A,2025-07-15 00:00:00,,2025-04-25 00:00:00
WA001,"","",Order,102,120,310002,233351-1-1-101,110230,40,2025-07-03 00:00:00,WA001,9999A,2025-07-15 00:00:00,2025-07-02 00:00:00,2025-04-25 00:00:00
WA001,"","",Order,102,120,310002,233352-1-1-101,55,0.019958269073754874,2025-06-11 00:00:00,WA001,9999A,2025-06-15 00:00:00,,2025-05-08 00:00:00
WA001,"","",Order,102,120,310002,233352-1-1-101,110175,39.980041730926246,2025-06-11 00:00:00,WA001,9999A,2025-06-15 00:00:00,2025-06-10 00:00:00,2025-05-08 00:00:00
WA001,"","",Order,102,120,310002,233352-1-1-101,110230,40,2025-06-11 00:00:00,WA001,9999A,2025-06-15 00:00:00,2025-06-11 00:00:00,2025-05-08 00:00:00
WA001,"","",Order,102,120,310002,233354-1-1-101,440920,160,2025-07-15 00:00:00,WA001,9999A,2025-07-01 00:00:00,,2025-05-01 00:00:00
WA001,"","",Order,101,120,310002,233354-1-1-102,440920,160,2025-05-20 00:00:00,WA001,9999A,2025-08-01 00:00:00,,2025-05-01 00:00:00
WA001,"","",Order,102,120,310002,233364-1-1-102,55115,20,2025-06-12 00:00:00,WA001,9999A,2025-06-02 00:00:00,2025-06-10 00:00:00,2025-05-22 00:00:00
WA001,"","",Order,102,120,310002,233364-1-1-102,55115,20,2025-06-12 00:00:00,WA001,9999A,2025-06-02 00:00:00,2025-06-11 00:00:00,2025-05-22 00:00:00
WA001,"","",Order,102,120,310002,233364-1-1-102,55115,20,2025-06-12 00:00:00,WA001,9999A,2025-06-02 00:00:00,2025-06-12 00:00:00,2025-05-22 00:00:00
WA003,WA002,"",Order,102,120,310726,233382-1-1-101,55115,20,2025-06-16 00:00:00,WA007,9999A,2025-06-16 00:00:00,,2025-04-28 00:00:00
WA003,WA002,"",Order,102,120,310726,233382-1-1-102,55115,20,2025-06-16 00:00:00,WA007,9999A,2025-06-16 00:00:00,,2025-04-28 00:00:00
WA003,WA002,"",Order,102,120,310726,233382-1-1-103,55115,20,2025-06-16 00:00:00,WA007,9999A,2025-06-16 00:00:00,,2025-04-28 00:00:00
WA003,WA002,"",Order,102,120,310726,233382-1-1-104,55115,20,2025-06-16 00:00:00,WA007,9999A,2025-06-16 00:00:00,,2025-04-28 00:00:00
WA003,WA002,"",Order,102,120,310726,233382-1-1-105,55115,20,2025-06-16 00:00:00,WA007,9999A,2025-06-16 00:00:00,,2025-04-28 00:00:00
WA003,WA002,"",Order,102,120,310726,233382-1-1-106,55115,20,2025-06-16 00:00:00,WA007,9999A,2025-06-16 00:00:00,,2025-04-28 00:00:00
WA003,WA002,"",Order,102,120,310726,233382-1-1-107,55115,20,2025-06-16 00:00:00,WA007,9999A,2025-06-16 00:00:00,,2025-04-28 00:00:00
WA003,WA002,"",Order,102,120,310726,233382-1-1-108,55115,20,2025-06-16 00:00:00,WA007,9999A,2025-06-16 00:00:00,,2025-04-28 00:00:00
WA003,WA002,"",Order,102,120,310726,233382-1-1-109,55115,20,2025-06-16 00:00:00,WA007,9999A,2025-06-16 00:00:00,,2025-04-28 00:00:00
WA003,WA002,"",Order,102,120,310726,233382-1-1-110,55115,20,2025-06-16 00:00:00,WA007,9999A,2025-06-16 00:00:00,,2025-04-28 00:00:00
WA003,WA002,"",Order,102,120,310726,233382-1-1-111,55115,20,2025-06-10 00:00:00,WA007,9999A,2025-06-16 00:00:00,,2025-05-05 00:00:00
WA003,WA002,"",Order,102,120,310726,233382-1-1-112,55115,20,2025-06-10 00:00:00,WA007,9999A,2025-06-16 00:00:00,,2025-05-05 00:00:00
WA003,WA002,"",Order,102,120,310726,233382-1-1-113,165,0.05987480722126462,2025-06-10 00:00:00,WA007,9999A,2025-06-16 00:00:00,,2025-05-05 00:00:00
WA003,WA002,"",Order,102,120,310726,233382-1-1-113,54950,19.940125192778734,2025-06-10 00:00:00,WA007,9999A,2025-06-16 00:00:00,2025-06-24 00:00:00,2025-05-05 00:00:00
WA003,WA002,"",Order,102,120,310726,233382-1-1-114,55115,20,2025-06-10 00:00:00,WA007,9999A,2025-06-16 00:00:00,,2025-05-05 00:00:00
WA003,WA002,"",Order,102,120,310726,233382-1-1-115,55115,20,2025-06-10 00:00:00,WA007,9999A,2025-06-16 00:00:00,,2025-05-05 00:00:00
WA003,WA002,"",Order,102,120,310726,233382-1-1-116,55115,20,2025-06-10 00:00:00,WA007,9999A,2025-06-16 00:00:00,,2025-05-05 00:00:00
WA003,WA002,"",Order,102,120,310726,233382-1-1-117,55115,20,2025-06-10 00:00:00,WA007,9999A,2025-06-16 00:00:00,2025-06-19 00:00:00,2025-05-05 00:00:00
WA003,WA002,"",Order,102,120,310726,233382-1-1-118,55,0.019958269073754874,2025-06-10 00:00:00,WA007,9999A,2025-06-16 00:00:00,,2025-05-05 00:00:00
WA003,WA002,"",Order,102,120,310726,233382-1-1-118,55060,19.980041730926242,2025-06-10 00:00:00,WA007,9999A,2025-06-16 00:00:00,2025-06-19 00:00:00,2025-05-05 00:00:00
WA003,WA002,"",Order,102,120,310726,233382-1-1-119,55115,20,2025-06-10 00:00:00,WA007,9999A,2025-06-16 00:00:00,2025-06-20 00:00:00,2025-05-05 00:00:00
WA003,WA002,"",Order,102,120,310726,233382-1-1-120,55115,20,2025-06-10 00:00:00,WA007,9999A,2025-06-16 00:00:00,2025-06-20 00:00:00,2025-05-05 00:00:00
WA003,WA002,"",Order,102,120,310726,233383-1-1-101,55115,20,2025-07-31 00:00:00,WA007,9999A,2025-07-31 00:00:00,,2025-04-28 00:00:00
WA003,WA002,"",Order,102,120,310726,233383-1-1-102,55115,20,2025-07-31 00:00:00,WA007,9999A,2025-07-31 00:00:00,,2025-04-28 00:00:00
WA003,WA002,"",Order,102,120,310726,233383-1-1-103,55115,20,2025-07-31 00:00:00,WA007,9999A,2025-07-31 00:00:00,,2025-04-28 00:00:00
WA003,WA002,"",Order,102,120,310726,233383-1-1-104,55115,20,2025-07-31 00:00:00,WA007,9999A,2025-07-31 00:00:00,,2025-04-28 00:00:00
WA003,WA002,"",Order,102,120,310726,233383-1-1-105,55115,20,2025-07-31 00:00:00,WA007,9999A,2025-07-31 00:00:00,,2025-04-28 00:00:00
WA003,WA002,"",Order,102,120,310726,233383-1-1-106,55115,20,2025-07-31 00:00:00,WA007,9999A,2025-07-31 00:00:00,,2025-04-28 00:00:00
WA003,WA002,"",Order,102,120,310726,233383-1-1-107,55115,20,2025-07-31 00:00:00,WA007,9999A,2025-07-31 00:00:00,,2025-04-28 00:00:00
WA003,WA002,"",Order,102,120,310726,233383-1-1-108,55115,20,2025-07-31 00:00:00,WA007,9999A,2025-07-31 00:00:00,,2025-04-28 00:00:00
WA003,WA002,"",Order,102,120,310726,233383-1-1-109,55115,20,2025-07-31 00:00:00,WA007,9999A,2025-07-31 00:00:00,,2025-04-28 00:00:00
WA003,WA002,"",Order,102,120,310726,233383-1-1-110,55115,20,2025-07-31 00:00:00,WA007,9999A,2025-07-31 00:00:00,,2025-04-28 00:00:00
WA003,WA002,"",Order,102,120,310726,233383-1-1-111,55115,20,2025-07-10 00:00:00,WA007,9999A,2025-07-16 00:00:00,,2025-05-06 00:00:00
WA003,WA002,"",Order,102,120,310726,233383-1-1-112,55115,20,2025-07-10 00:00:00,WA007,9999A,2025-07-16 00:00:00,,2025-05-06 00:00:00
WA003,WA002,"",Order,102,120,310726,233383-1-1-113,55115,20,2025-07-10 00:00:00,WA007,9999A,2025-07-16 00:00:00,,2025-05-06 00:00:00
WA003,WA002,"",Order,102,120,310726,233383-1-1-114,55115,20,2025-07-10 00:00:00,WA007,9999A,2025-07-16 00:00:00,,2025-05-06 00:00:00
WA003,WA002,"",Order,102,120,310726,233383-1-1-115,55115,20,2025-07-10 00:00:00,WA007,9999A,2025-07-16 00:00:00,,2025-05-06 00:00:00
WA003,WA002,"",Order,102,120,310726,233383-1-1-116,55115,20,2025-07-10 00:00:00,WA007,9999A,2025-07-16 00:00:00,,2025-05-06 00:00:00
WA003,WA002,"",Order,102,120,310726,233383-1-1-117,55115,20,2025-07-10 00:00:00,WA007,9999A,2025-07-16 00:00:00,,2025-05-06 00:00:00
WA003,WA002,"",Order,102,120,310726,233383-1-1-118,55115,20,2025-07-10 00:00:00,WA007,9999A,2025-07-16 00:00:00,,2025-05-06 00:00:00
WA003,WA002,"",Order,102,120,310726,233383-1-1-119,55115,20,2025-07-10 00:00:00,WA007,9999A,2025-07-16 00:00:00,,2025-05-06 00:00:00
WA003,WA002,"",Order,102,120,310726,233383-1-1-120,55115,20,2025-07-10 00:00:00,WA007,9999A,2025-07-16 00:00:00,,2025-05-06 00:00:00
WA003,WA002,"",Order,101,120,310726,233393-1-1-101,165345,60,2025-07-29 00:00:00,WA007,9999A,2025-08-01 00:00:00,,2025-05-13 00:00:00
WA003,WA002,"",Order,102,120,310726,233397-1-1-101,55115,20,2025-05-13 00:00:00,WA007,9999A,2025-06-28 00:00:00,,2025-05-02 00:00:00
WA003,WA002,"",Order,102,120,310726,233397-1-1-102,55115,20,2025-05-13 00:00:00,WA007,9999A,2025-06-28 00:00:00,,2025-05-02 00:00:00
WA003,WA002,"",Order,102,120,310726,233397-1-1-103,55115,20,2025-05-13 00:00:00,WA007,9999A,2025-06-28 00:00:00,,2025-05-02 00:00:00
WA003,WA002,"",Order,102,120,310726,233397-1-1-104,55115,20,2025-05-13 00:00:00,WA007,9999A,2025-06-28 00:00:00,,2025-05-02 00:00:00
WA003,WA002,"",Order,102,120,310726,233397-1-1-105,55115,20,2025-05-13 00:00:00,WA007,9999A,2025-06-28 00:00:00,,2025-05-02 00:00:00
WA003,WA002,"",Order,102,120,310726,233397-1-1-106,55115,20,2025-05-13 00:00:00,WA007,9999A,2025-06-28 00:00:00,,2025-05-02 00:00:00
WA003,WA002,"",Order,102,120,310726,233397-1-1-107,55115,20,2025-05-13 00:00:00,WA007,9999A,2025-06-28 00:00:00,2025-06-17 00:00:00,2025-05-02 00:00:00
WA003,WA002,"",Order,102,120,310726,233397-1-1-108,110,0.03991653814750975,2025-05-13 00:00:00,WA007,9999A,2025-06-28 00:00:00,,2025-05-02 00:00:00
WA003,WA002,"",Order,102,120,310726,233397-1-1-108,55005,19.960083461852488,2025-05-13 00:00:00,WA007,9999A,2025-06-28 00:00:00,2025-06-17 00:00:00,2025-05-02 00:00:00
WA003,WA002,"",Order,102,120,310726,233397-1-1-109,165,0.05987480722126462,2025-05-13 00:00:00,WA007,9999A,2025-06-28 00:00:00,,2025-05-02 00:00:00
WA003,WA002,"",Order,102,120,310726,233397-1-1-109,54950,19.940125192778734,2025-05-13 00:00:00,WA007,9999A,2025-06-28 00:00:00,2025-06-18 00:00:00,2025-05-02 00:00:00
WA003,WA002,"",Order,102,120,310726,233397-1-1-110,55,0.019958269073754874,2025-05-13 00:00:00,WA007,9999A,2025-06-28 00:00:00,,2025-05-02 00:00:00
WA003,WA002,"",Order,102,120,310726,233397-1-1-110,55060,19.980041730926242,2025-05-13 00:00:00,WA007,9999A,2025-06-28 00:00:00,2025-06-18 00:00:00,2025-05-02 00:00:00
WA003,"","",Order,101,120,310726,233402-1-1-101,220,0.0798330762950195,2025-07-15 00:00:00,WA007,3007DRYGUM,2025-07-15 00:00:00,,2025-05-29 00:00:00
WA003,"","",Order,101,120,310726,233402-1-1-101,220240,79.92016692370497,2025-07-15 00:00:00,WA007,3007DRYGUM,2025-07-15 00:00:00,2025-06-24 00:00:00,2025-05-29 00:00:00
WA003,"","",Order,101,120,310726,233402-1-1-102,331,0.12011249206205207,2025-07-12 00:00:00,WA007,3007DRYGUM,2025-07-15 00:00:00,,2025-05-29 00:00:00
WA003,"","",Order,101,120,310726,233402-1-1-102,275244,99.87988750793795,2025-07-12 00:00:00,WA007,3007DRYGUM,2025-07-15 00:00:00,2025-07-04 00:00:00,2025-05-29 00:00:00
WA003,"","",Order,101,120,310726,233402-1-2-103,220460,80,2025-07-29 00:00:00,WA007,3007DRYGUM,2025-08-01 00:00:00,,2025-06-26 00:00:00
WA003,"","",Order,101,120,310726,233402-1-2-104,220460,80,2025-07-29 00:00:00,WA007,3007DRYGUM,2025-08-01 00:00:00,,2025-06-26 00:00:00
WA003,"","",Order,101,120,310726,233402-1-2-105,220460,80,2025-07-29 00:00:00,WA007,3007DRYGUM,2025-08-01 00:00:00,,2025-06-26 00:00:00
WA003,"","",Order,101,120,310726,233402-1-2-106,220460,80,2025-07-29 00:00:00,WA007,3007DRYGUM,2025-08-01 00:00:00,,2025-06-26 00:00:00
WA003,"","",Order,101,120,310726,233402-1-2-107,220460,80,2025-07-29 00:00:00,WA007,3007DRYGUM,2025-08-01 00:00:00,,2025-06-26 00:00:00
WA003,"","",Order,101,120,310726,233402-1-2-108,220460,80,2025-07-29 00:00:00,WA007,3007DRYGUM,2025-08-01 00:00:00,,2025-06-26 00:00:00
