Order#,Ship Date,Demand Type,Item#,Approved Plant 1,Approved Plant 2,Approved Plant 3,Grade,Spec,Order Date,Sum of Ordered Pallets,tewst
232807-1-1-110,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/18/2025 0:00,20,#N/A
232807-1-1-113,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/18/2025 0:00,20,#N/A
232807-1-1-114,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/18/2025 0:00,20,#N/A
232807-1-1-117,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/18/2025 0:00,20,#N/A
232807-1-1-118,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/18/2025 0:00,20,#N/A
232807-1-1-119,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/18/2025 0:00,20,#N/A
232807-1-1-120,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/18/2025 0:00,20,#N/A
232807-1-1-121,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/18/2025 0:00,20,#N/A
232807-1-1-123,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/18/2025 0:00,20,#N/A
232807-1-1-125,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/18/2025 0:00,20,#N/A
232807-1-1-127,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/18/2025 0:00,20,#N/A
232807-1-1-128,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/18/2025 0:00,20,#N/A
232948-1-1,5/1/2025 0:00,Contract,310726,WA003,WA002,,101,9999E,,1.100009979,#N/A
232998-1-1-101,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/14/2025 0:00,20,#N/A
232998-1-1-102,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/14/2025 0:00,20,#N/A
232998-1-1-103,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/14/2025 0:00,20,#N/A
233016-1-2-103,5/1/2025 0:00,Order,310015,WA001,,,102,9999E,4/21/2025 0:00,14.99990928,#N/A
233032-1-1,5/1/2025 0:00,Contract,310726,WA003,,,101,3025S,,0.440003992,#N/A
233064-1-2,5/1/2025 0:00,Contract,310726,WA002,,,102,9999E,,0.100000907,#N/A
233118-1-1,5/1/2025 0:00,Contract,310726,WA003,WA002,,102,9999A,,0.70000635,#N/A
233156-1-2-104,5/1/2025 0:00,Order,310015,WA001,,,102,9999A,3/25/2025 0:00,14.99990928,#N/A
233162-1-1-101,5/1/2025 0:00,Order,310015,ID002,,,102,9999A,3/26/2025 0:00,20,#N/A
233162-1-1-102,5/1/2025 0:00,Order,310015,ID002,,,102,9999A,3/26/2025 0:00,20,#N/A
233162-1-1-103,5/1/2025 0:00,Order,310015,ID002,,,102,9999A,3/26/2025 0:00,20,#N/A
233170-1-1,5/1/2025 0:00,Contract,310726,WA003,WA002,,101,9999E,,0.320002903,#N/A
233183-1-1,5/1/2025 0:00,Contract,310726,,,,101,9999E,,0.180001633,#N/A
233187-1-1-103,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/31/2025 0:00,20,#N/A
233187-1-1-104,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/31/2025 0:00,20,#N/A
233187-1-1-105,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/31/2025 0:00,20,#N/A
233187-1-1-106,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/31/2025 0:00,20,#N/A
233187-1-1-107,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,3/31/2025 0:00,20,#N/A
233255-1-1-101,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/8/2025 0:00,20,#N/A
233255-1-1-102,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/8/2025 0:00,20,#N/A
233255-1-1-103,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/8/2025 0:00,20,#N/A
233255-1-1-104,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/11/2025 0:00,20,#N/A
233255-1-1-105,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/11/2025 0:00,20,#N/A
233255-1-1-106,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/11/2025 0:00,20,#N/A
233255-1-1-107,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/11/2025 0:00,20,#N/A
233256-1-1-101,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/8/2025 0:00,20,#N/A
233256-1-1-102,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/8/2025 0:00,20,#N/A
233256-1-1-103,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/8/2025 0:00,20,#N/A
233256-1-1-104,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/8/2025 0:00,20,#N/A
233256-1-1-105,5/1/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/8/2025 0:00,20,#N/A
233257-1-1-101,5/1/2025 0:00,Order,310015,ID002,WA001,,102,3132A,4/8/2025 0:00,20,#N/A
233320-1-1-109,5/1/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
233320-1-1-110,5/1/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
233365-1-1-101,5/1/2025 0:00,Order,310015,WA001,,,102,9999A,4/23/2025 0:00,14.99990928,#N/A
231741-1-3-106,5/2/2025 0:00,Order,310015,WA001,,,102,9999A,4/17/2025 0:00,14.99990928,#N/A
232675-1-5-113,5/2/2025 0:00,Order,310086,ID002,,,101,3140A,4/28/2025 0:00,20,#N/A
232738-1-1-102,5/2/2025 0:00,Order,310724,WA002,,,102,9999A,3/26/2025 0:00,14.99990928,#N/A
233158-1-1-105,5/2/2025 0:00,Order,310086,ID002,,,102,3139A,3/27/2025 0:00,19,#N/A
233320-1-1-111,5/2/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
233320-1-1-112,5/2/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
233320-1-1-113,5/2/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
233336-1-1-106,5/2/2025 0:00,Order,310015,WA002,,,102,9999A,4/21/2025 0:00,14.99990928,#N/A
233336-1-1-107,5/2/2025 0:00,Order,310015,WA002,,,102,9999A,4/21/2025 0:00,14.99990928,#N/A
233336-1-1-108,5/2/2025 0:00,Order,310015,WA002,,,102,9999A,4/21/2025 0:00,14.99990928,#N/A
233336-1-1-109,5/2/2025 0:00,Order,310015,WA002,,,102,9999A,4/21/2025 0:00,14.99990928,#N/A
233336-1-1-110,5/2/2025 0:00,Order,310015,WA002,,,102,9999A,4/21/2025 0:00,14.99990928,#N/A
233350-1-1-101,5/2/2025 0:00,Order,310002,WA001,,,102,9999A,4/21/2025 0:00,8,#N/A
233350-1-1-101,5/2/2025 0:00,Order,310015,WA001,,,102,9999A,4/21/2025 0:00,6.999909281,#N/A
232970-1-3-103,5/3/2025 0:00,Order,310726,WA002,WA003,,102,9999A,3/20/2025 0:00,20,232970-1-3-103
233372-1-1-128,5/4/2025 0:00,Order,310015,ID002,,,102,9999A,5/1/2025 0:00,14.99990928,233372-1-1-128
233372-1-1-129,5/4/2025 0:00,Order,310015,ID002,,,102,9999A,5/1/2025 0:00,14.99990928,#N/A
233372-1-1-130,5/4/2025 0:00,Order,310015,ID002,,,102,9999A,5/1/2025 0:00,14.99990928,233372-1-1-130
233372-1-1-131,5/4/2025 0:00,Order,310015,ID002,,,102,9999A,5/1/2025 0:00,14.99990928,233372-1-1-131
233372-1-1-132,5/4/2025 0:00,Order,310015,ID002,,,102,9999A,5/1/2025 0:00,14.99990928,233372-1-1-132
233372-1-1-133,5/4/2025 0:00,Order,310015,ID002,,,102,9999A,5/1/2025 0:00,15.00027216,233372-1-1-133
233372-1-1-134,5/4/2025 0:00,Order,310015,ID002,,,102,9999A,5/1/2025 0:00,14.99990928,233372-1-1-134
233372-1-1-135,5/4/2025 0:00,Order,310015,ID002,,,102,9999A,5/1/2025 0:00,14.99990928,233372-1-1-135
233372-1-1-136,5/4/2025 0:00,Order,310015,ID002,,,102,9999A,5/1/2025 0:00,14.99990928,#N/A
233372-1-1-137,5/4/2025 0:00,Order,310015,ID002,,,102,9999A,5/1/2025 0:00,14.99990928,233372-1-1-137
233372-1-1-138,5/4/2025 0:00,Order,310015,ID002,,,102,9999A,5/1/2025 0:00,14.99990928,233372-1-1-138
233372-1-1-139,5/4/2025 0:00,Order,310015,ID002,,,102,9999A,5/1/2025 0:00,14.99990928,233372-1-1-139
232130-1-7-117,5/5/2025 0:00,Order,310726,WA003,,,101,3007DRYGUM,3/25/2025 0:00,20,#N/A
232130-1-7-118,5/5/2025 0:00,Order,310726,WA003,,,101,3007DRYGUM,3/25/2025 0:00,40,#N/A
232483-1-3-106,5/5/2025 0:00,Order,310774,WA001,,,102,9999A,2/4/2025 0:00,19,#N/A
232701-1-5-117,5/5/2025 0:00,Order,310015,ID002,,,102,9999A,3/11/2025 0:00,14.99990928,232701-1-5-117
232922-1-2-103,5/5/2025 0:00,Order,310726,WA002,,,102,9999E,2/14/2025 0:00,20,#N/A
232948-1-1-101,5/5/2025 0:00,Order,310726,WA003,WA002,,101,9999E,3/17/2025 0:00,20,#N/A
233030-1-1-101,5/5/2025 0:00,Order,310724,WA002,,,102,9999E,3/13/2025 0:00,20,#N/A
233320-1-1-114,5/5/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
233320-1-1-115,5/5/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
233372-1-1-104,5/5/2025 0:00,Order,310015,ID002,,,102,9999A,4/24/2025 0:00,14.99990928,#N/A
233372-1-1-105,5/5/2025 0:00,Order,310015,ID002,,,102,9999A,4/24/2025 0:00,14.99990928,#N/A
10015689,5/6/2025 0:00,Order,310015,WA003,,,102,9999A,5/6/2025 0:00,14.99990928,10015689
233115-1-1-101,5/6/2025 0:00,Order,310726,WA003,,,102,9999E,3/17/2025 0:00,200,#N/A
233226-1-1-101,5/6/2025 0:00,Order,310726,WA003,WA002,,101,9999E,4/7/2025 0:00,160,233226-1-1-101
233362-1-1-101,5/6/2025 0:00,Order,310086,ID002,,,101,3139A,4/22/2025 0:00,19,#N/A
233372-1-1-106,5/6/2025 0:00,Order,310015,ID002,,,102,9999A,4/24/2025 0:00,14.99990928,#N/A
233372-1-1-107,5/6/2025 0:00,Order,310015,ID002,,,102,9999A,4/24/2025 0:00,14.99990928,#N/A
233372-1-1-108,5/6/2025 0:00,Order,310015,ID002,,,102,9999A,4/24/2025 0:00,14.99990928,#N/A
233372-1-1-109,5/6/2025 0:00,Order,310015,ID002,,,102,9999A,4/24/2025 0:00,14.99990928,#N/A
232380-1-1-101,5/7/2025 0:00,Order,310002,WA001,,,102,9999A,3/19/2025 0:00,140,#N/A
233016-1-2-104,5/7/2025 0:00,Order,310015,WA001,,,102,9999E,4/21/2025 0:00,14.99990928,#N/A
233064-1-2-104,5/7/2025 0:00,Order,310726,WA003,WA002,,101,9999E,3/31/2025 0:00,40,#N/A
233119-1-1-101,5/7/2025 0:00,Order,310002,WA001,,,102,9999A,4/7/2025 0:00,20,#N/A
233372-1-1-110,5/7/2025 0:00,Order,310015,ID002,,,102,9999A,4/24/2025 0:00,14.99990928,#N/A
233372-1-1-111,5/7/2025 0:00,Order,310015,ID002,,,102,9999A,4/24/2025 0:00,14.99990928,#N/A
233372-1-1-112,5/7/2025 0:00,Order,310015,ID002,,,102,9999A,4/24/2025 0:00,14.99990928,#N/A
233372-1-1-113,5/7/2025 0:00,Order,310015,ID002,,,102,9999A,4/24/2025 0:00,14.99990928,#N/A
233372-1-1-114,5/7/2025 0:00,Order,310015,ID002,,,102,9999A,4/24/2025 0:00,14.99990928,#N/A
233372-1-1-115,5/7/2025 0:00,Order,310015,ID002,,,102,9999A,4/24/2025 0:00,14.99990928,#N/A
233376-1-1-101,5/7/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/28/2025 0:00,16,233376-1-1-101
233376-1-1-102,5/7/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/28/2025 0:00,16,233376-1-1-102
233376-1-1-103,5/7/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/28/2025 0:00,16,233376-1-1-103
233376-1-1-104,5/7/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/28/2025 0:00,16,233376-1-1-104
233376-1-1-105,5/7/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/28/2025 0:00,16,233376-1-1-105
233376-1-1-106,5/7/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/28/2025 0:00,16,233376-1-1-106
233376-1-1-107,5/7/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/28/2025 0:00,16,233376-1-1-107
233376-1-1-108,5/7/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/28/2025 0:00,16,233376-1-1-108
233376-1-1-109,5/7/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/28/2025 0:00,16,#N/A
233376-1-1-110,5/7/2025 0:00,Order,310015,ID002,WA001,,102,9999A,4/28/2025 0:00,16,#N/A
232513-1-4-110,5/8/2025 0:00,Order,310768,ID002,,,101,3200A,3/14/2025 0:00,19,#N/A
233156-1-2-105,5/8/2025 0:00,Order,310015,WA001,,,102,9999A,3/25/2025 0:00,14.99990928,#N/A
233309-1-1-101,5/8/2025 0:00,Order,310015,ID002,,,102,9999A,4/15/2025 0:00,16,#N/A
233385-1-1-101,5/8/2025 0:00,Order,310015,ID002,WA001,,101,3123A,4/29/2025 0:00,16,#N/A
233429-1-1-101,5/8/2025 0:00,Order,310018,WA001,,,102,9999A,5/7/2025 0:00,14.99990928,#N/A
233429-1-1-102,5/8/2025 0:00,Order,310018,WA001,,,102,9999A,5/7/2025 0:00,14.99990928,#N/A
232865-1-3-108,5/9/2025 0:00,Order,310724,WA002,,,102,9999E,2/14/2025 0:00,200,232865-1-3-108
233017-1-1-102,5/9/2025 0:00,Order,310002,WA001,,,102,9999E,4/9/2025 0:00,14.99990928,#N/A
233064-1-2-105,5/9/2025 0:00,Order,310726,WA003,WA002,,101,9999E,3/31/2025 0:00,40,#N/A
233287-1-1-101,5/9/2025 0:00,Order,310015,ID002,,,102,9999A,4/9/2025 0:00,14.99990928,#N/A
233329-1-1-101,5/9/2025 0:00,Order,310015,WA001,,,102,9999A,4/21/2025 0:00,20,#N/A
233329-1-1-102,5/9/2025 0:00,Order,310015,WA001,,,102,9999A,4/21/2025 0:00,20,#N/A
233336-1-1-111,5/9/2025 0:00,Order,310015,WA002,,,102,9999A,4/21/2025 0:00,14.99990928,233336-1-1-111
233336-1-1-112,5/9/2025 0:00,Order,310015,WA002,,,102,9999A,4/21/2025 0:00,14.99990928,233336-1-1-112
233336-1-1-113,5/9/2025 0:00,Order,310015,WA002,,,102,9999A,4/21/2025 0:00,14.99990928,233336-1-1-113
233336-1-1-114,5/9/2025 0:00,Order,310015,WA002,,,102,9999A,4/21/2025 0:00,14.99990928,233336-1-1-114
233336-1-1-115,5/9/2025 0:00,Order,310015,WA002,,,102,9999A,4/21/2025 0:00,14.99990928,233336-1-1-115
233362-1-1-102,5/9/2025 0:00,Order,310086,ID002,,,101,3139A,4/22/2025 0:00,19,#N/A
233372-1-1-116,5/9/2025 0:00,Order,310015,ID002,,,102,9999A,4/30/2025 0:00,14.99990928,#N/A
233372-1-1-117,5/9/2025 0:00,Order,310015,ID002,,,102,9999A,4/30/2025 0:00,14.99990928,#N/A
233372-1-1-118,5/9/2025 0:00,Order,310015,ID002,,,102,9999A,4/30/2025 0:00,14.99990928,#N/A
233372-1-1-119,5/9/2025 0:00,Order,310015,ID002,,,102,9999A,4/30/2025 0:00,14.99990928,#N/A
233372-1-1-120,5/9/2025 0:00,Order,310015,ID002,,,102,9999A,4/30/2025 0:00,14.99990928,#N/A
233372-1-1-121,5/9/2025 0:00,Order,310015,ID002,,,102,9999A,4/30/2025 0:00,14.99990928,#N/A
233372-1-1-122,5/9/2025 0:00,Order,310015,ID002,,,102,9999A,4/30/2025 0:00,14.99990928,#N/A
233372-1-1-123,5/9/2025 0:00,Order,310015,ID002,,,102,9999A,4/30/2025 0:00,14.99990928,#N/A
233372-1-1-124,5/9/2025 0:00,Order,310015,ID002,,,102,9999A,4/30/2025 0:00,14.99990928,#N/A
233372-1-1-125,5/9/2025 0:00,Order,310015,ID002,,,102,9999A,4/30/2025 0:00,14.99990928,#N/A
233372-1-1-126,5/9/2025 0:00,Order,310015,ID002,,,102,9999A,4/30/2025 0:00,14.99990928,#N/A
233372-1-1-127,5/9/2025 0:00,Order,310015,ID002,,,102,9999A,4/30/2025 0:00,14.99990928,#N/A
232381-1-2-102,5/10/2025 0:00,Order,310726,WA003,WA002,,102,9999A,3/21/2025 0:00,40,232381-1-2-102
10015690,5/12/2025 0:00,Order,310015,WA003,,,102,9999A,5/6/2025 0:00,14.99990928,10015690
232701-1-5-118,5/12/2025 0:00,Order,310015,ID002,,,102,9999A,3/11/2025 0:00,14.99990928,232701-1-5-118
233288-1-2-106,5/12/2025 0:00,Order,310015,WA001,,,102,9999A,4/10/2025 0:00,14.99990928,#N/A
233288-1-2-108,5/12/2025 0:00,Order,310015,WA001,,,102,9999A,4/10/2025 0:00,14.99990928,#N/A
233329-1-1-103,5/12/2025 0:00,Order,310015,WA001,,,102,9999A,4/21/2025 0:00,20,#N/A
233329-1-1-104,5/12/2025 0:00,Order,310015,WA001,,,102,9999A,4/21/2025 0:00,20,#N/A
233329-1-1-105,5/12/2025 0:00,Order,310015,WA001,,,102,9999A,4/21/2025 0:00,20,#N/A
10015709,5/13/2025 0:00,Order,310015,WA003,,,102,9999A,5/7/2025 0:00,14.99990928,10015709
10015710,5/13/2025 0:00,Order,310015,WA003,,,102,9999A,5/7/2025 0:00,14.99990928,10015710
232128-1-6-123,5/13/2025 0:00,Order,310726,WA003,,,101,3007DRYGUM,3/26/2025 0:00,80,232128-1-6-123
232487-1-2-107,5/13/2025 0:00,Order,310002,WA001,,,102,9999A,4/7/2025 0:00,14.99990928,#N/A
233067-1-1-101,5/13/2025 0:00,Order,310724,WA002,,,101,3041A,3/14/2025 0:00,60,#N/A
233288-1-2-107,5/13/2025 0:00,Order,310015,WA001,,,102,9999A,4/10/2025 0:00,14.99990928,#N/A
233288-1-2-109,5/13/2025 0:00,Order,310015,WA001,,,102,9999A,4/10/2025 0:00,14.99990928,#N/A
233288-1-2-110,5/13/2025 0:00,Order,310015,WA001,,,102,9999A,4/10/2025 0:00,14.99990928,#N/A
233320-1-1-117,5/13/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
233320-1-1-119,5/13/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
233362-1-1-103,5/13/2025 0:00,Order,310086,ID002,,,101,3139A,4/22/2025 0:00,19,233362-1-1-103
233362-1-1-104,5/13/2025 0:00,Order,310086,ID002,,,101,3139A,4/22/2025 0:00,19,233362-1-1-104
233362-1-1-105,5/13/2025 0:00,Order,310086,ID002,,,101,3139A,4/22/2025 0:00,19,233362-1-1-105
233367-1-1-101,5/13/2025 0:00,Order,310015,ID002,,,101,3123A,5/5/2025 0:00,14.99990928,#N/A
233367-1-1-102,5/13/2025 0:00,Order,310015,ID002,,,101,3123A,5/5/2025 0:00,14.99990928,#N/A
233397-1-1-101,5/13/2025 0:00,Order,310726,WA003,WA002,,102,9999A,5/2/2025 0:00,20,233397-1-1-101
233397-1-1-102,5/13/2025 0:00,Order,310726,WA003,WA002,,102,9999A,5/2/2025 0:00,20,233397-1-1-102
233397-1-1-103,5/13/2025 0:00,Order,310726,WA003,WA002,,102,9999A,5/2/2025 0:00,20,233397-1-1-103
233397-1-1-104,5/13/2025 0:00,Order,310726,WA003,WA002,,102,9999A,5/2/2025 0:00,20,233397-1-1-104
233397-1-1-105,5/13/2025 0:00,Order,310726,WA003,WA002,,102,9999A,5/2/2025 0:00,20,233397-1-1-105
233397-1-1-106,5/13/2025 0:00,Order,310726,WA003,WA002,,102,9999A,5/2/2025 0:00,20,233397-1-1-106
233397-1-1-107,5/13/2025 0:00,Order,310726,WA003,WA002,,102,9999A,5/2/2025 0:00,20,233397-1-1-107
233397-1-1-108,5/13/2025 0:00,Order,310726,WA003,WA002,,102,9999A,5/2/2025 0:00,20,233397-1-1-108
233397-1-1-109,5/13/2025 0:00,Order,310726,WA003,WA002,,102,9999A,5/2/2025 0:00,20,233397-1-1-109
233397-1-1-110,5/13/2025 0:00,Order,310726,WA003,WA002,,102,9999A,5/2/2025 0:00,20,233397-1-1-110
10015775,5/14/2025 0:00,Order,310015,WA002,,,101,,5/13/2025 0:00,14.99990928,10015775
232483-1-3-107,5/14/2025 0:00,Order,310774,WA001,,,102,9999A,2/4/2025 0:00,19,#N/A
232483-1-3-108,5/14/2025 0:00,Order,310774,WA001,,,102,9999A,2/4/2025 0:00,19,#N/A
232875-1-3-105,5/14/2025 0:00,Order,310724,WA002,,,102,9999E,2/14/2025 0:00,120,#N/A
232946-1-2-103,5/14/2025 0:00,Order,310724,WA002,WA003,,102,9999E,3/5/2025 0:00,400,232946-1-2-103
232946-1-2-106,5/14/2025 0:00,Order,310724,WA002,WA003,,102,9999E,5/6/2025 0:00,20,232946-1-2-106
233107-1-1-103,5/14/2025 0:00,Order,310724,WA002,WA003,,101,9999E,3/31/2025 0:00,400,233107-1-1-103
233183-1-1-104,5/14/2025 0:00,Order,310726,WA003,,,101,9999E,4/1/2025 0:00,40,233183-1-1-104
233288-1-2-111,5/14/2025 0:00,Order,310015,WA001,,,102,9999A,4/10/2025 0:00,14.99990928,#N/A
233320-1-1-118,5/14/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
233320-1-1-120,5/14/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
233320-1-1-121,5/14/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
233320-1-1-122,5/14/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,15.00027216,#N/A
233367-1-1-103,5/14/2025 0:00,Order,310015,ID002,,,101,3123A,5/5/2025 0:00,14.99990928,#N/A
233367-1-1-104,5/14/2025 0:00,Order,310015,ID002,,,101,3123A,5/5/2025 0:00,14.99990928,#N/A
233367-1-1-105,5/14/2025 0:00,Order,310015,ID002,,,101,3123A,5/5/2025 0:00,14.99990928,#N/A
233451-1-1-101,5/14/2025 0:00,Order,310724,WA002,,,102,9999A,5/14/2025 0:00,18.00018144,233451-1-1-101
233451-1-1-102,5/14/2025 0:00,Order,310724,WA002,,,102,9999A,5/14/2025 0:00,18.00018144,233451-1-1-102
233451-1-1-103,5/14/2025 0:00,Order,310724,WA002,,,102,9999A,5/14/2025 0:00,18.00018144,233451-1-1-103
233451-1-1-104,5/14/2025 0:00,Order,310724,WA002,,,102,9999A,5/14/2025 0:00,17.99981856,233451-1-1-104
233451-1-1-105,5/14/2025 0:00,Order,310724,WA002,,,102,9999A,5/14/2025 0:00,17.99981856,233451-1-1-105
233451-1-1-106,5/14/2025 0:00,Order,310724,WA002,,,102,9999A,5/14/2025 0:00,18.00018144,233451-1-1-106
233451-1-1-107,5/14/2025 0:00,Order,310724,WA002,,,102,9999A,5/14/2025 0:00,18.00018144,233451-1-1-107
233451-1-1-108,5/14/2025 0:00,Order,310724,WA002,,,102,9999A,5/14/2025 0:00,18.00018144,233451-1-1-108
233451-1-1-109,5/14/2025 0:00,Order,310724,WA002,,,102,9999A,5/14/2025 0:00,17.99981856,233451-1-1-109
233451-1-1-110,5/14/2025 0:00,Order,310724,WA002,,,102,9999A,5/14/2025 0:00,17.99981856,233451-1-1-110
233451-1-1-111,5/14/2025 0:00,Order,310724,WA002,,,102,9999A,5/14/2025 0:00,18.00018144,233451-1-1-111
233453-1-1-101,5/14/2025 0:00,Order,310015,ID002,,,102,9999A,5/12/2025 0:00,14.99990928,233453-1-1-101
232508-1-1-107,5/15/2025 0:00,Order,310015,WA001,,,102,9999A,5/15/2025 0:00,14.99990928,#N/A
232800-1-3-105,5/15/2025 0:00,Order,310726,WA002,,,102,9999E,2/19/2025 0:00,100,#N/A
233077-1-1-102,5/15/2025 0:00,Order,310726,WA003,,,102,9999E,3/24/2025 0:00,240,#N/A
233188-1-1-102,5/15/2025 0:00,Order,310726,WA003,WA002,,101,9999E,5/1/2025 0:00,80,233188-1-1-102
233198-1-1-110,5/15/2025 0:00,Order,310726,WA003,,,101,9999E,5/7/2025 0:00,40,233198-1-1-110
233227-1-1-101,5/15/2025 0:00,Order,310726,WA003,,,101,3002A,4/11/2025 0:00,80,#N/A
233288-1-2-113,5/15/2025 0:00,Order,310015,WA001,,,102,9999A,4/10/2025 0:00,14.99990928,#N/A
233288-1-2-114,5/15/2025 0:00,Order,310015,WA001,,,102,9999A,4/10/2025 0:00,14.99990928,#N/A
233288-1-2-115,5/15/2025 0:00,Order,310015,WA001,,,102,9999A,4/10/2025 0:00,14.99990928,#N/A
233288-1-2-119,5/15/2025 0:00,Order,310015,WA001,,,102,9999A,4/10/2025 0:00,14.99990928,#N/A
233320-1-1-123,5/15/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
233320-1-1-124,5/15/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
233320-1-1-125,5/15/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
232513-1-4-111,5/16/2025 0:00,Order,310768,ID002,,,101,3200A,3/14/2025 0:00,11,232513-1-4-111
232513-1-4-111,5/16/2025 0:00,Order,310768,ID002,,,101,9999A,3/14/2025 0:00,8,232513-1-4-111
232743-1-5-109,5/16/2025 0:00,Order,310015,WA001,,,102,9999A,5/12/2025 0:00,14.99990928,#N/A
233017-1-2-103,5/16/2025 0:00,Order,310002,WA001,,,102,9999E,4/21/2025 0:00,14.99990928,#N/A
233288-1-2-116,5/16/2025 0:00,Order,310015,WA001,,,102,9999A,4/10/2025 0:00,14.99990928,#N/A
233288-1-2-117,5/16/2025 0:00,Order,310015,WA001,,,102,9999A,4/10/2025 0:00,14.99990928,#N/A
233288-1-2-118,5/16/2025 0:00,Order,310015,WA001,,,102,9999A,4/10/2025 0:00,14.99990928,#N/A
233320-1-1-127,5/16/2025 0:00,Order,310015,WA001,,,102,9999A,4/16/2025 0:00,14.99990928,#N/A
233336-1-1-116,5/16/2025 0:00,Order,310015,WA002,,,102,9999A,4/21/2025 0:00,14.99990928,233336-1-1-116
233336-1-1-117,5/16/2025 0:00,Order,310015,WA002,,,102,9999A,4/21/2025 0:00,14.99990928,233336-1-1-117
233336-1-1-118,5/16/2025 0:00,Order,310015,WA002,,,102,9999A,4/21/2025 0:00,14.99990928,233336-1-1-118
233336-1-1-119,5/16/2025 0:00,Order,310015,WA002,,,102,9999A,4/21/2025 0:00,14.99990928,233336-1-1-119
233336-1-1-120,5/16/2025 0:00,Order,310015,WA002,,,102,9999A,4/21/2025 0:00,14.99990928,233336-1-1-120
233418-1-1-101,5/16/2025 0:00,Order,310015,ID002,WA001,,102,9999A,5/7/2025 0:00,16,233418-1-1-101
233418-1-1-102,5/16/2025 0:00,Order,310015,ID002,WA001,,102,9999A,5/7/2025 0:00,16,233418-1-1-102
