,LOT_NO,SUBLOT_NO,join_col
478,1002511204,300982050,WA001310015WA0011013117A-3123A-9999A-9999E15
479,1002511204,300982061,WA001310015WA0011013117A-3123A-9999A-9999E15
480,1002511204,300982078,WA001310015WA0011013117A-3123A-9999A-9999E15
481,1002511204,300982082,WA001310015WA0011013117A-3123A-9999A-9999E15
482,1002511204,300982111,WA001310015WA0011013117A-3123A-9999A-9999E15
483,1002511204,300982126,WA001310015WA0011013117A-3123A-9999A-9999E15
484,1002511205,300982151,WA001310015WA0011013117A-3123A-9999A-9999E15
485,1002511205,300982152,WA001310015WA0011013117A-3123A-9999A-9999E15
486,1002511205,300982153,WA001310015WA0011013117A-3123A-9999A-9999E15
487,1002511205,300982154,WA001310015WA0011013117A-3123A-9999A-9999E15
488,1002511205,300982155,WA001310015WA0011013117A-3123A-9999A-9999E15
489,1002511205,300982156,WA001310015WA0011013117A-3123A-9999A-9999E15
490,1002511205,300982178,WA001310015WA0011013117A-3123A-9999A-9999E15
491,1002511205,300982179,WA001310015WA0011013117A-3123A-9999A-9999E15
492,1002511206,300982213,WA001310015WA0011013117A-3123A-9999A-9999E15
493,1002511206,300982214,WA001310015WA0011013117A-3123A-9999A-9999E15
494,1002511206,300982215,WA001310015WA0011013117A-3123A-9999A-9999E15
495,1002511206,300982216,WA001310015WA0011013117A-3123A-9999A-9999E15
496,1002511206,300982217,WA001310015WA0011013117A-3123A-9999A-9999E15
497,1002511206,300982220,WA001310015WA0011013117A-3123A-9999A-9999E15
498,1002511206,300982221,WA001310015WA0011013117A-3123A-9999A-9999E15
499,1002511206,300982224,WA001310015WA0011013117A-3123A-9999A-9999E15
500,1002511207,300982376,WA001310015WA0011013117A-3123A-9999A-9999E15
501,1002511207,300982377,WA001310015WA0011013117A-3123A-9999A-9999E15
502,1002511207,300982378,WA001310015WA0011013117A-3123A-9999A-9999E15
503,1002511207,300982451,WA001310015WA0011013117A-3123A-9999A-9999E15
504,1002511207,300982455,WA001310015WA0011013117A-3123A-9999A-9999E15
505,1002511207,300982463,WA001310015WA0011013117A-3123A-9999A-9999E15
506,1002511207,300982470,WA001310015WA0011013117A-3123A-9999A-9999E15
507,1002511207,300982471,WA001310015WA0011013117A-3123A-9999A-9999E15
508,1002511301,300983293,WA001310015WA0011019999A-9999E14
509,1002511301,300983294,WA001310015WA0011019999A-9999E14
510,1002511301,300983347,WA001310015WA0011019999A-9999E14
511,1002511301,300983348,WA001310015WA0011019999A-9999E14
512,1002511301,300983349,WA001310015WA0011019999A-9999E14
513,1002511301,300983378,WA001310015WA0011019999A-9999E14
514,1002511301,300983379,WA001310015WA0011019999A-9999E14
515,1002511301,300983383,WA001310015WA0011019999A-9999E14
516,1002511302,300983384,WA001310015WA0011019999A-9999E14
517,1002511302,300983385,WA001310015WA0011019999A-9999E14
518,1002511302,300983432,WA001310015WA0011019999A-9999E14
519,1002511302,300983434,WA001310015WA0011019999A-9999E14
520,1002511302,300983472,WA001310015WA0011019999A-9999E14
521,1002511302,300983544,WA001310015WA0011019999A-9999E14
522,1002511302,300983551,WA001310015WA0011019999A-9999E14
523,1002511302,300983552,WA001310015WA0011019999A-9999E14
524,1002511303,300983553,WA001310015WA0011019999A-9999E14
525,1002511303,300983554,WA001310015WA0011019999A-9999E14
526,1002511303,300983603,WA001310015WA0011019999A-9999E14
527,1002511303,300983608,WA001310015WA0011019999A-9999E14
528,1002511303,300983651,WA001310015WA0011019999A-9999E14
529,1002511303,300983653,WA001310015WA0011019999A-9999E14
530,1002511303,300983656,WA001310015WA0011019999A-9999E14
531,1002511303,300983660,WA001310015WA0011019999A-9999E14
532,1002511304,300983661,WA001310015WA0011019999A-9999E14
533,1002511304,300983662,WA001310015WA0011019999A-9999E14
534,1002511304,300983663,WA001310015WA0011019999A-9999E14
535,1002511304,300983664,WA001310015WA0011019999A-9999E14
536,1002511304,300983665,WA001310015WA0011019999A-9999E14
537,1002511304,300983667,WA001310015WA0011019999A-9999E14
538,1002511304,300983668,WA001310015WA0011019999A-9999E14
539,1002511304,300983669,WA001310015WA0011019999A-9999E14
540,1002511305,300983736,WA001310015WA0011013117A-3123A-9999A-9999E14
541,1002511305,300983737,WA001310015WA0011013117A-3123A-9999A-9999E14
542,1002511305,300983738,WA001310015WA0011013117A-3123A-9999A-9999E14
543,1002511305,300983739,WA001310015WA0011013117A-3123A-9999A-9999E14
544,1002511305,300983798,WA001310015WA0011013117A-3123A-9999A-9999E14
545,1002511305,300983799,WA001310015WA0011013117A-3123A-9999A-9999E14
546,1002511305,300983800,WA001310015WA0011013117A-3123A-9999A-9999E14
547,1002511305,300983801,WA001310015WA0011013117A-3123A-9999A-9999E14
548,1002511306,300983836,WA001310015WA0011013117A-3123A-9999A-9999E14
549,1002511306,300983837,WA001310015WA0011013117A-3123A-9999A-9999E14
550,1002511306,300983838,WA001310015WA0011013117A-3123A-9999A-9999E14
551,1002511306,300983839,WA001310015WA0011013117A-3123A-9999A-9999E14
552,1002511306,300983856,WA001310015WA0011013117A-3123A-9999A-9999E14
553,1002511306,300983857,WA001310015WA0011013117A-3123A-9999A-9999E14
554,1002511306,300983858,WA001310015WA0011013117A-3123A-9999A-9999E14
555,1002511306,300983859,WA001310015WA0011013117A-3123A-9999A-9999E14
556,1002511307,300983883,WA001310015WA0011013117A-3123A-9999A-9999E14
557,1002511307,300983884,WA001310015WA0011013117A-3123A-9999A-9999E14
558,1002511307,300983885,WA001310015WA0011013117A-3123A-9999A-9999E14
559,1002511307,300983886,WA001310015WA0011013117A-3123A-9999A-9999E14
560,1002511307,300983888,WA001310015WA0011013117A-3123A-9999A-9999E14
561,1002511307,300983889,WA001310015WA0011013117A-3123A-9999A-9999E14
562,1002511307,300983890,WA001310015WA0011013117A-3123A-9999A-9999E14
563,1002511307,300983891,WA001310015WA0011013117A-3123A-9999A-9999E14
564,1002511308,300983949,WA001310015WA0011013117A-3123A-9999A-9999E14
565,1002511308,300983950,WA001310015WA0011013117A-3123A-9999A-9999E14
566,1002511308,300983959,WA001310015WA0011013117A-3123A-9999A-9999E14
567,1002511308,300983960,WA001310015WA0011013117A-3123A-9999A-9999E14
568,1002511308,300983963,WA001310015WA0011013117A-3123A-9999A-9999E14
569,1002511308,300983990,WA001310015WA0011013117A-3123A-9999A-9999E14
570,1002511308,300983991,WA001310015WA0011013117A-3123A-9999A-9999E14
571,1002511308,300983992,WA001310015WA0011013117A-3123A-9999A-9999E14
572,1002511401,300984182,WA001310015WA0011019999A-9999E13
573,1002511401,300984183,WA001310015WA0011019999A-9999E13
574,1002511401,300984184,WA001310015WA0011019999A-9999E13
575,1002511401,300984185,WA001310015WA0011019999A-9999E13
576,1002511401,300984186,WA001310015WA0011019999A-9999E13
577,1002511401,300984187,WA001310015WA0011019999A-9999E13
578,1002511401,300984188,WA001310015WA0011019999A-9999E13
579,1002511401,300984189,WA001310015WA0011019999A-9999E13
580,1002511402,300984269,WA001310015WA0011019999A-9999E13
581,1002511402,300984271,WA001310015WA0011019999A-9999E13
582,1002511402,300984272,WA001310015WA0011019999A-9999E13
583,1002511402,300984273,WA001310015WA0011019999A-9999E13
584,1002511402,300984372,WA001310015WA0011019999A-9999E13
585,1002511402,300984373,WA001310015WA0011019999A-9999E13
586,1002511402,300984374,WA001310015WA0011019999A-9999E13
587,1002511402,300984375,WA001310015WA0011019999A-9999E13
588,1002511501,300985785,WA001310015WA0011019999A-9999E12
589,1002511501,300985866,WA001310015WA0011019999A-9999E12
590,1002511501,300985867,WA001310015WA0011019999A-9999E12
591,1002511501,300985868,WA001310015WA0011019999A-9999E12
592,1002511501,300985903,WA001310015WA0011019999A-9999E12
593,1002511501,300985904,WA001310015WA0011019999A-9999E12
594,1002511501,300985905,WA001310015WA0011019999A-9999E12
595,1002511501,300985906,WA001310015WA0011019999A-9999E12
596,1002511502,300985955,WA001310015WA0011019999A-9999E12
597,1002511502,300985956,WA001310015WA0011019999A-9999E12
598,1002511502,300985957,WA001310015WA0011019999A-9999E12
599,1002511502,300986008,WA001310015WA0011019999A-9999E12
600,1002511502,300986009,WA001310015WA0011019999A-9999E12
601,1002511502,300986010,WA001310015WA0011019999A-9999E12
602,1002511502,300986036,WA001310015WA0011019999A-9999E12
603,1002511502,300986037,WA001310015WA0011019999A-9999E12
604,1002511503,300986063,WA001310015WA0011019999A-9999E12
605,1002511503,300986100,WA001310015WA0011019999A-9999E12
606,1002511503,300986101,WA001310015WA0011019999A-9999E12
607,1002511503,300986102,WA001310015WA0011019999A-9999E12
608,1002511503,300986301,WA001310015WA0011019999A-9999E12
609,1002511503,300986325,WA001310015WA0011019999A-9999E12
610,1002511503,300986327,WA001310015WA0011019999A-9999E12
611,1002511503,300986352,WA001310015WA0011019999A-9999E12
612,1002511504,300986394,WA001310015WA0011019999A-9999E12
613,1002511504,300986410,WA001310015WA0011019999A-9999E12
614,1002511504,300986423,WA001310015WA0011019999A-9999E12
615,1002511504,300986440,WA001310015WA0011019999A-9999E12
616,1002511504,300986441,WA001310015WA0011019999A-9999E12
617,1002511504,300986442,WA001310015WA0011019999A-9999E12
618,1002511504,300986443,WA001310015WA0011019999A-9999E12
619,1002511505,300986514,WA001310015WA0011019999A-9999E12
620,1002511505,300986515,WA001310015WA0011019999A-9999E12
621,1002511505,300986516,WA001310015WA0011019999A-9999E12
622,1002511505,300986517,WA001310015WA0011019999A-9999E12
623,1002511505,300986518,WA001310015WA0011019999A-9999E12
624,1002511505,300986519,WA001310015WA0011019999A-9999E12
625,1002511505,300986584,WA001310015WA0011019999A-9999E12
626,1002511505,300986585,WA001310015WA0011019999A-9999E12
627,1002511506,300986634,WA001310015WA0011019999A-9999E12
628,1002511506,300986635,WA001310015WA0011019999A-9999E12
629,1002511506,300986636,WA001310015WA0011019999A-9999E12
630,1002511506,300986663,WA001310015WA0011019999A-9999E12
631,1002511506,300986664,WA001310015WA0011019999A-9999E12
632,1002511506,300986679,WA001310015WA0011019999A-9999E12
633,1002511506,300986697,WA001310015WA0011019999A-9999E12
634,1002511506,300986698,WA001310015WA0011019999A-9999E12
635,1002511507,300986750,WA001310015WA0011019999A-9999E12
636,1002511507,300986751,WA001310015WA0011019999A-9999E12
637,1002511507,300986766,WA001310015WA0011019999A-9999E12
638,1002511507,300986767,WA001310015WA0011019999A-9999E12
639,1002511601,300988287,WA001310015WA0011019999A-9999E11
640,1002511601,300988290,WA001310015WA0011019999A-9999E11
641,1002511601,300988292,WA001310015WA0011019999A-9999E11
642,1002511601,300988293,WA001310015WA0011019999A-9999E11
643,1002511601,300988316,WA001310015WA0011019999A-9999E11
644,1002511601,300988317,WA001310015WA0011019999A-9999E11
645,1002511601,300988348,WA001310015WA0011019999A-9999E11
646,1002511601,300988349,WA001310015WA0011019999A-9999E11
647,1002511602,300988356,WA001310015WA0011019999A-9999E11
648,1002511602,300988364,WA001310015WA0011019999A-9999E11
649,1002511602,300988368,WA001310015WA0011019999A-9999E11
650,1002511701,300988612,WA001310015WA0011019999A-9999E10
651,1002511701,300988613,WA001310015WA0011019999A-9999E10
652,1002511701,300988615,WA001310015WA0011019999A-9999E10
653,1002511701,300988631,WA001310015WA0011019999A-9999E10
654,1002511701,300988632,WA001310015WA0011019999A-9999E10
655,1002511701,300988655,WA001310015WA0011019999A-9999E10
656,1002511701,300988656,WA001310015WA0011019999A-9999E10
657,1002511701,300988657,WA001310015WA0011019999A-9999E10
658,1002511702,300988658,WA001310015WA0011019999A-9999E10
659,1002511702,300988659,WA001310015WA0011019999A-9999E10
660,1002511702,300988742,WA001310015WA0011019999A-9999E10
661,1002511702,300988743,WA001310015WA0011019999A-9999E10
662,1002511702,300988744,WA001310015WA0011019999A-9999E10
663,1002511702,300988756,WA001310015WA0011019999A-9999E10
664,1002511702,300988757,WA001310015WA0011019999A-9999E10
665,1002511702,300988763,WA001310015WA0011019999A-9999E10
666,1002511703,300988764,WA001310015WA0011019999A-9999E10
667,1002511703,300988765,WA001310015WA0011019999A-9999E10
668,1002511703,300988813,WA001310015WA0011019999A-9999E10
669,1002511703,300988814,WA001310015WA0011019999A-9999E10
670,1002511703,300988834,WA001310015WA0011019999A-9999E10
671,1002511703,300988835,WA001310015WA0011019999A-9999E10
672,1002511703,300988873,WA001310015WA0011019999A-9999E10
673,1002511703,300988874,WA001310015WA0011019999A-9999E10
674,1002511704,300988875,WA001310015WA0011019999A-9999E10
675,1002511704,300988876,WA001310015WA0011019999A-9999E10
676,1002511704,300988927,WA001310015WA0011019999A-9999E10
677,1002511704,300988932,WA001310015WA0011019999A-9999E10
678,1002511704,300988939,WA001310015WA0011019999A-9999E10
679,1002511704,300988980,WA001310015WA0011019999A-9999E10
680,1002511704,300988981,WA001310015WA0011019999A-9999E10
681,1002511704,300988982,WA001310015WA0011019999A-9999E10
682,1002511801,300989894,WA001310015WA0011019999A-9999E9
683,1002511801,300989895,WA001310015WA0011019999A-9999E9
684,1002511801,300989896,WA001310015WA0011019999A-9999E9
685,1002511801,300989897,WA001310015WA0011019999A-9999E9
686,1002511801,300989986,WA001310015WA0011019999A-9999E9
687,1002511801,300989987,WA001310015WA0011019999A-9999E9
688,1002511801,300989988,WA001310015WA0011019999A-9999E9
689,1002511801,300989990,WA001310015WA0011019999A-9999E9
690,1002511803,300990843,WA001310015WA0011019999A-9999E9
691,1002511803,300990844,WA001310015WA0011019999A-9999E9
692,1002511803,300990845,WA001310015WA0011019999A-9999E9
693,1002511803,300990846,WA001310015WA0011019999A-9999E9
694,1002511803,300990847,WA001310015WA0011019999A-9999E9
695,1002511803,300990848,WA001310015WA0011019999A-9999E9
696,1002511803,300990849,WA001310015WA0011019999A-9999E9
697,1002511803,300990850,WA001310015WA0011019999A-9999E9
698,1002511804,300990934,WA001310015WA0011019999A-9999E9
699,1002511804,300990935,WA001310015WA0011019999A-9999E9
700,1002511804,300990936,WA001310015WA0011019999A-9999E9
701,1002511804,300990963,WA001310015WA0011019999A-9999E9
702,1002511804,300990980,WA001310015WA0011019999A-9999E9
703,1002511901,300991244,WA001310015WA0011013117A-3123A-9999A-9999E8
704,1002511901,300991261,WA001310015WA0011013117A-3123A-9999A-9999E8
705,1002511901,300991262,WA001310015WA0011013117A-3123A-9999A-9999E8
706,1002511901,300991263,WA001310015WA0011013117A-3123A-9999A-9999E8
707,1002511901,300991264,WA001310015WA0011013117A-3123A-9999A-9999E8
708,1002511901,300991265,WA001310015WA0011013117A-3123A-9999A-9999E8
709,1002511901,300991266,WA001310015WA0011013117A-3123A-9999A-9999E8
710,1002511901,300991283,WA001310015WA0011013117A-3123A-9999A-9999E8
711,1002511902,300991328,WA001310015WA0011013117A-3123A-9999A-9999E8
712,1002511902,300991364,WA001310015WA0011013117A-3123A-9999A-9999E8
713,1002511902,300991368,WA001310015WA0011013117A-3123A-9999A-9999E8
714,1002511902,300991387,WA001310015WA0011013117A-3123A-9999A-9999E8
715,1002511902,300991403,WA001310015WA0011013117A-3123A-9999A-9999E8
716,1002511902,300991407,WA001310015WA0011013117A-3123A-9999A-9999E8
717,1002511902,300991416,WA001310015WA0011013117A-3123A-9999A-9999E8
718,1002511902,300991439,WA001310015WA0011013117A-3123A-9999A-9999E8
719,1002511903,300991460,WA001310015WA0011013117A-3123A-9999A-9999E8
720,1002511903,300991461,WA001310015WA0011013117A-3123A-9999A-9999E8
721,1002511903,300991462,WA001310015WA0011013117A-3123A-9999A-9999E8
722,1002511903,300991463,WA001310015WA0011013117A-3123A-9999A-9999E8
723,1002511903,300991545,WA001310015WA0011013117A-3123A-9999A-9999E8
724,1002511903,300991546,WA001310015WA0011013117A-3123A-9999A-9999E8
725,1002511903,300991547,WA001310015WA0011013117A-3123A-9999A-9999E8
726,1002511903,300991548,WA001310015WA0011013117A-3123A-9999A-9999E8
727,1002511904,300991593,WA001310015WA0011013117A-3123A-9999A-9999E8
728,1002511904,300991619,WA001310015WA0011013117A-3123A-9999A-9999E8
729,1002511904,300991631,WA001310015WA0011013117A-3123A-9999A-9999E8
730,1002511904,300991633,WA001310015WA0011013117A-3123A-9999A-9999E8
731,1002511904,300991643,WA001310015WA0011013117A-3123A-9999A-9999E8
732,1002511904,300991656,WA001310015WA0011013117A-3123A-9999A-9999E8
733,1002511904,300991657,WA001310015WA0011013117A-3123A-9999A-9999E8
734,1002511904,300991675,WA001310015WA0011013117A-3123A-9999A-9999E8
735,1012501203,300841123,WA010310015WA0021013117A-3123A-3132A-9999A-9999E115
736,1012501203,300841185,WA010310015WA0021013117A-3123A-3132A-9999A-9999E115
737,1012501203,300841188,WA010310015WA0021013117A-3123A-3132A-9999A-9999E115
738,1012501204,300841208,WA010310015WA0021013117A-3123A-3132A-9999A-9999E115
739,1012501204,300841209,WA010310015WA0021013117A-3123A-3132A-9999A-9999E115
740,1012501204,300841210,WA010310015WA0021013117A-3123A-3132A-9999A-9999E115
741,1012501204,300841211,WA010310015WA0021013117A-3123A-3132A-9999A-9999E115
742,1012501204,300841213,WA010310015WA0021013117A-3123A-3132A-9999A-9999E115
743,1012501204,300841239,WA010310015WA0021013117A-3123A-3132A-9999A-9999E115
744,1012506206,300912309,WA018310015WA0021013117A-3123A-9999A-9999E65
745,1012506206,300912310,WA018310015WA0021013117A-3123A-9999A-9999E65
746,1012506206,300912371,WA018310015WA0021013117A-3123A-9999A-9999E65
747,1012506206,300912372,WA018310015WA0021013117A-3123A-9999A-9999E65
748,1012506206,300912373,WA018310015WA0021013117A-3123A-9999A-9999E65
749,1012506206,300912398,WA018310015WA0021013117A-3123A-9999A-9999E65
750,1012506207,300912435,WA018310015WA0021013117A-3123A-9999A-9999E65
751,1012506207,300912436,WA018310015WA0021013117A-3123A-9999A-9999E65
752,1012506207,300912447,WA018310015WA0021013117A-3123A-9999A-9999E65
753,1012506207,300912485,WA018310015WA0021013117A-3123A-9999A-9999E65
754,1012506207,300912486,WA018310015WA0021013117A-3123A-9999A-9999E65
